image_filename,church_id,style_ids,style_names,group_index,group_label_id,group_label,element_index,label_id,label,left,top,width,height,relative_area
Q1165020_wd0.jpg,Q1165020,Q236122,Renaissance,2,74,Projecting Cornice,0,74,Projecting Cornice,0.21708034280318,0.51363217088344,0.49388985384651,0.053637034500522,0.026490787130223025
Q1165020_wd0.jpg,Q1165020,Q236122,Renaissance,3,100,Volute,0,100,Volute,0.54024283976448,0.16580412897096,0.11585070645783,0.10564870431921,0.012239477031734874
Q1165020_wd0.jpg,Q1165020,Q236122,Renaissance,4,64,Pilaster,0,64,Pilaster,0.53292595304083,0.54288873515645,0.045120801462521,0.39008752364016,0.01760106170717413
Q1165020_wd0.jpg,Q1165020,Q236122,Renaissance,5,80,Round Arch Niche,0,80,Round Arch Niche,0.58292467898578,0.64853743947566,0.073168867236518,0.18691693841091,0.013676500650844286
Q11745833_wd0.jpg,Q11745833,Q840829,Baroque,0,37,Cranked Pediment,0,37,Cranked Pediment,0.40975835985935,0.50865738564337,0.19023905481495,0.03643623169906,0.006931594279447693
Q11745846_wd0.jpg,Q11745846,Q46261,Romanesque,0,83,Round Arch Window,0,83,Round Arch Window,0.71462864001149,0.41448492529156,0.057315612668608,0.13815599795589,0.00791849566668479
Q11745846_wd0.jpg,Q11745846,Q46261,Romanesque,1,82,Round Arch Portal,0,82,Round Arch Portal,0.56585194329726,0.62253160456631,0.097558489648693,0.27631199591178,0.026956580992969093
Q1191343_wd0.jpg,Q1191343,Q840829,Baroque,0,64,Pilaster,0,64,Pilaster,0.4024414731357,0.65666426288483,0.034145471377043,0.26330907845711,0.008990812601772818
Q11947200_wd0.jpg,Q11947200,Q46261,Romanesque,0,83,Round Arch Window,0,83,Round Arch Window,0.46585449140734,0.26260874707812,0.07316886723652,0.12169231948606,0.0089040891681797
Q1229125_wd0.jpg,Q1229125,Q236122,Renaissance,0,97,Triangular Pediment,0,97,Triangular Pediment,0.3182972758137,0.20968897538048,0.34633263825286,0.13653063327405,0.04728501442413544
Q1229125_wd0.jpg,Q1229125,Q236122,Renaissance,1,64,Pilaster,0,64,Pilaster,0.40000251089448,0.35272106738187,0.040242876980086,0.19016766777458,0.007652894059842288
Q1229125_wd0.jpg,Q1229125,Q236122,Renaissance,2,7,Belt Course,0,7,Belt Course,0.30976090796944,0.52500972365627,0.4085261754039,0.037383387682182,0.01527209239344308
Q1229125_wd0.jpg,Q1229125,Q236122,Renaissance,3,87,Segmental Arch,0,87,Segmental Arch,0.45853760468369,0.64366134543016,0.085363678442608,0.043884846409518,0.0037461719174053353
Q1229125_wd0.jpg,Q1229125,Q236122,Renaissance,4,18,Broken Pediment,0,18,Broken Pediment,0.46463501028674,0.37872690229121,0.068290942754086,0.03250729363668,0.0022199537288327778
Q1236689_wd0.jpg,Q1236689,Q46261,Romanesque,0,31,Coupled Trifora,0,31,Coupled Trifora,0.58170519786517,0.18368314047113,0.05487665042739,0.10564870431921,0.005797647015031975
Q1236689_wd0.jpg,Q1236689,Q46261,Romanesque,1,57,Lombard Band,0,57,Lombard Band,0.71706760225275,0.7509354144312,0.13780136662878,0.026005834909344,0.0035836395908300385
Q1236689_wd0.jpg,Q1236689,Q46261,Romanesque,2,56,Lesene,0,56,Lesene,0.83291830871055,0.57214529942946,0.037803914738869,0.17879011500174,0.006758966263678362
Q1236689_wd0.jpg,Q1236689,Q46261,Romanesque,3,3,Arcade Window,0,3,Arcade Window,0.70365330992603,0.53963800579278,0.12804551766391,0.081268234091703,0.010406033103903931
Q1236689_wd0.jpg,Q1236689,Q46261,Romanesque,4,25,Columned Portal,0,25,Columned Portal,0.74023774354431,0.78831880211336,0.087802640683822,0.1576603741379,0.013842997180506975
Q1236689_wd0.jpg,Q1236689,Q46261,Romanesque,5,20,Bull's-eye Window,0,20,Bull's-eye Window,0.61950911260404,0.77694124934055,0.040242876980086,0.050386305136854,0.002027689879103491
Q1244300_wd0.jpg,Q1244300,Q46261,Romanesque,0,33,Coupled Twin Window,0,33,Coupled Twin Window,0.54146232088508,0.34621960865453,0.043901320341912,0.11540089241021,0.00506625154544315
Q1244313_wd0.jpg,Q1244313,Q176483,Gothic,0,22,Buttress,0,22,Buttress,0.76462736595645,0.38360299633672,0.060974056030434,0.15440964477423,0.00941498233210331
Q1244313_wd0.jpg,Q1244313,Q176483,Gothic,1,103,Window,0,10,Blind Arch,0.33658949262283,0.59164967561147,0.068290942754086,0.14140672731955,0.009656798720422037
Q1244313_wd0.jpg,Q1244313,Q176483,Gothic,1,103,Window,1,71,Pointed Arch Window,0.36219859615561,0.60140186370247,0.01829221680913,0.10727406900105,0.0019622805281647782
Q1255890_wd0.jpg,Q1255890,Q236122,Renaissance,0,64,Pilaster,0,64,Pilaster,0.71622919103286,0.38002239173984,0.085716544380945,0.2142899492578,0.018368193945946666
Q1255890_wd0.jpg,Q1255890,Q236122,Renaissance,1,18,Broken Pediment,0,18,Broken Pediment,0.26669353605722,0.037158472927361,0.28381700250579,0.080001581056246,0.022705808931107734
Q1255890_wd0.jpg,Q1255890,Q236122,Renaissance,2,7,Belt Course,0,7,Belt Course,0.0057342787196811,0.59002654201249,0.98288304223484,0.10000197632031,0.09829024671520271
Q13098929_wd0.jpg,Q13098929,Q176483|Q46261,Gothic|Romanesque,0,83,Round Arch Window,0,83,Round Arch Window,0.22439722952683,0.42623582285885,0.11097278197539,0.21951078154184,0.024359722101290074
Q13098929_wd0.jpg,Q13098929,Q176483|Q46261,Gothic|Romanesque,1,71,Pointed Arch Window,0,71,Pointed Arch Window,0.85853658541667,0.51952209453125,0.071951219270833,0.24453125,0.017594321587320882
Q13098929_wd0.jpg,Q13098929,Q176483|Q46261,Gothic|Romanesque,2,57,Lombard Band,0,57,Lombard Band,0.35732067167318,0.24148091506113,0.04634028258313,0.085975056103891,0.003984108394954764
Q13098929_wd0.jpg,Q13098929,Q176483|Q46261,Gothic|Romanesque,3,83,Round Arch Window,0,83,Round Arch Window,0.73170137570005,0.49025980080855,0.079266272839563,0.27621773344016,0.021894750221993407
Q1340432_wd0.jpg,Q1340432,Q46261,Romanesque,0,25,Columned Portal,0,25,Columned Portal,0.10168637287684,0.61337538029904,0.2250051878579,0.35112192916709,0.07900425563326935
Q1340432_wd0.jpg,Q1340432,Q46261,Romanesque,1,83,Round Arch Window,0,83,Round Arch Window,0.75336806511712,0.36225653222387,0.058334678333528,0.11555911592841,0.00674110385619067
Q1340432_wd0.jpg,Q1340432,Q46261,Romanesque,2,39,Dentil,0,39,Dentil,0.37002589321107,0.27336490458662,0.18667097066728,0.077780174182582,0.014519300613332694
Q1340432_wd0.jpg,Q1340432,Q46261,Romanesque,3,66,Plate Tracery Window,0,66,Plate Tracery Window,0.11668671873403,0.31114384633244,0.15167016366717,0.29334237120289,0.044491285450858065
Q1351448_wd0.jpg,Q1351448,Q840829,Baroque,0,19,Broken/Cranked Pediment,0,19,Broken/Cranked Pediment,0.37927133184413,0.25696482348572,0.23414037515686,0.063546881249899,0.014878890615899787
Q1351690_wd0.jpg,Q1351690,Q176483,Gothic,0,72,Portal,0,5,Archivolted Portal,0.41219732210056,0.73901972559135,0.20487282826226,0.219507979613,0.044971220609449816
Q1351690_wd0.jpg,Q1351690,Q176483,Gothic,0,72,Portal,1,102,Wimperg,0.4182947277036,0.54512101026654,0.19145853593556,0.26981189160764,0.05165778974520277
Q1351690_wd0.jpg,Q1351690,Q176483,Gothic,1,65,Pinnacle,0,65,Pinnacle,0.71950656449395,0.18293284390509,0.021950660170956,0.036584663268833,0.0008030575108830094
Q1351690_wd0.jpg,Q1351690,Q176483,Gothic,2,92,Tracery Rose Window,0,92,Tracery Rose Window,0.43292850115092,0.48841478219985,0.15853254567913,0.12530247169575,0.019864519817814383
Q1351690_wd0.jpg,Q1351690,Q176483,Gothic,3,93,Tracery Window,0,71,Pointed Arch Window,0.23293359737109,0.42987932096972,0.13780136662878,0.15914328521942,0.021930162193029804
Q1351690_wd0.jpg,Q1351690,Q176483,Gothic,3,93,Tracery Window,1,91,Tracery,0.25122581418022,0.45000088576757,0.095119527407476,0.12530247169575,0.01191871189068838
Q1351690_wd0.jpg,Q1351690,Q176483,Gothic,4,55,Lancet Window,0,55,Lancet Window,0.28902972891909,0.13354354849217,0.060974056030433,0.13993633700328,0.00853248605313155
Q1422787_wd0.jpg,Q1422787,Q46261,Romanesque,0,57,Lombard Band,0,57,Lombard Band,0.50243892502561,0.54613946452012,0.071949386115914,0.04876094045502,0.0035083197321733256
Q1422787_wd0.jpg,Q1422787,Q46261,Romanesque,1,33,Coupled Twin Window,0,33,Coupled Twin Window,0.24390892745657,0.30883622097235,0.049998725944955,0.097521880910039,0.0048759697972575785
Q1422787_wd0.jpg,Q1422787,Q46261,Romanesque,2,9,Blind Arcade,0,9,Blind Arcade,0.59877793355369,0.62090623988448,0.14267929111121,0.29256564273012,0.04174305850822905
Q1422787_wd0.jpg,Q1422787,Q46261,Romanesque,3,56,Lesene,0,56,Lesene,0.44634279347761,0.44374148956457,0.025609103532782,0.081268234091703,0.002081206620780786
Q1422787_wd0.jpg,Q1422787,Q46261,Romanesque,4,27,Conical Roof,0,27,Conical Roof,0.58048571674456,0.45674440701924,0.21950660170956,0.1625364681834,0.035677827784812155
Q1422787_wd0.jpg,Q1422787,Q46261,Romanesque,5,45,Engaged Column,0,45,Engaged Column,0.35000378494953,0.54939019388378,0.020731179050348,0.081268234091703,0.0016847863120606902
Q1424095_wd0.jpg,Q1424095,Q236122,Renaissance,0,97,Triangular Pediment,0,97,Triangular Pediment,0.26585958762752,0.0026432204372721,0.48779244824347,0.13936480160625,0.06798109777447817
Q1424095_wd0.jpg,Q1424095,Q236122,Renaissance,1,100,Volute,0,100,Volute,0.036597136953093,0.18145089042266,0.26950532765451,0.2774148409332,0.07476477760192585
Q1424095_wd0.jpg,Q1424095,Q236122,Renaissance,2,64,Pilaster,0,64,Pilaster,0.68780005535812,0.45492144451795,0.042681839221304,0.42335345393598,0.01806950405467923
Q1430598_wd0.jpg,Q1430598,Q46261,Romanesque,0,83,Round Arch Window,0,83,Round Arch Window,0.16708161685822,0.77399627317227,0.067071461633475,0.12682854650098,0.008506575990669878
Q1430598_wd0.jpg,Q1430598,Q46261,Romanesque,1,98,Trifora,0,98,Trifora,0.70243382880544,0.57399741138227,0.068290942754087,0.069918301276184,0.004774786709914889
Q1430598_wd0.jpg,Q1430598,Q46261,Romanesque,2,10,Blind Arch,0,10,Blind Arch,0.38292977520596,0.64554171966487,0.03658443361826,0.074796322295453,0.0027363810879079803
Q1430598_wd0.jpg,Q1430598,Q46261,Romanesque,3,27,Conical Roof,0,27,Conical Roof,0.248786851939,0.54147727125381,0.23048193179504,0.091056392359683,0.02098685321334686
Q1430598_wd0.jpg,Q1430598,Q46261,Romanesque,4,39,Dentil,0,39,Dentil,0.54146232088509,0.75773620310805,0.074388348357131,0.026016112102766,0.0019352956099987291
Q1502706_wd0.jpg,Q1502706,Q840829,Baroque,0,18,Broken Pediment,0,18,Broken Pediment,0.26098166314509,0.44908631932523,0.39145343971538,0.095120135118894,0.037235104078482774
Q1502706_wd0.jpg,Q1502706,Q840829,Baroque,1,54,Keystone,0,54,Keystone,0.44756227459822,0.23232216525622,0.052437688186173,0.059450084449308,0.003117424990994465
Q1502706_wd0.jpg,Q1502706,Q840829,Baroque,2,100,Volute,0,100,Volute,0.68658057423752,0.22134676505019,0.28048065773999,0.18566718681861,0.05207605467961733
Q1502706_wd0.jpg,Q1502706,Q840829,Baroque,3,37,Cranked Pediment,0,37,Cranked Pediment,0.30854142684883,-0.00090508912184006,0.33657678928799,0.10152245190574,0.03417010090307835
Q1502706_wd0.jpg,Q1502706,Q840829,Baroque,4,36,Cranked Cornice,0,36,Cranked Cornice,0.5439012831263,0.1545797471302,0.19023905481495,0.023780033779723,0.004523891149722086
Q1507314_wd0.jpg,Q1507314,Q176483,Gothic,0,71,Pointed Arch Window,0,71,Pointed Arch Window,0.35488170943196,0.44269913147449,0.042681839221303,0.082316543078193,0.0035134214569168963
Q1507314_wd0.jpg,Q1507314,Q176483,Gothic,1,48,Flying Buttress,0,22,Buttress,0.71950656449395,0.66952693906772,0.030487028015217,0.25609591179883,0.0078076032375934724
Q1507314_wd0.jpg,Q1507314,Q176483,Gothic,1,48,Flying Buttress,1,23,Buttress Arch,0.70243382880543,0.61647850019511,0.031706509135826,0.080487286565344,0.0025519708868019246
Q1537302_wd0.jpg,Q1537302,Q46261,Romanesque,0,20,Bull's-eye Window,0,20,Bull's-eye Window,0.62438703708646,0.5835228522023,0.03658443361826,0.04876094045502,0.0017838913892406077
Q1537302_wd0.jpg,Q1537302,Q46261,Romanesque,1,9,Blind Arcade,0,9,Blind Arcade,0.69877538544361,0.67779400374867,0.042681839221304,0.060138493227858,0.0025668214989629148
Q1537302_wd0.jpg,Q1537302,Q46261,Romanesque,2,83,Round Arch Window,0,83,Round Arch Window,0.40975835985935,0.56076774665662,0.03658443361826,0.04876094045502,0.0017838913892406077
Q1537302_wd0.jpg,Q1537302,Q46261,Romanesque,3,99,Twin Window,0,99,Twin Window,0.23903100297413,0.52826045301995,0.026828584653391,0.04876094045502,0.001308187018776462
Q1552500_wd0.jpg,Q1552500,Q236122,Renaissance,0,97,Triangular Pediment,0,97,Triangular Pediment,0.39390510529143,0.10574022938411,0.2817001388606,0.12198840693189,0.0343641511720968
Q1552500_wd0.jpg,Q1552500,Q236122,Renaissance,1,64,Pilaster,0,64,Pilaster,0.57438831114152,0.2472467814251,0.036584433618261,0.22120564456982,0.008092683219749217
Q1552500_wd0.jpg,Q1552500,Q236122,Renaissance,2,87,Segmental Arch,0,87,Segmental Arch,0.32439468141674,0.69291109474961,0.08292471620139,0.03740977812578,0.003102195234237274
Q15848307_wd0.jpg,Q15848307,Q46261,Romanesque,0,83,Round Arch Window,0,83,Round Arch Window,0.5439012831263,0.508711670248,0.063413018271651,0.13055031082298,0.008278589245587347
Q15848307_wd0.jpg,Q15848307,Q46261,Romanesque,1,39,Dentil,0,39,Dentil,0.54146232088509,0.2085960131837,0.056096131547999,0.03001156570643,0.0016835327378293128
Q15848307_wd0.jpg,Q15848307,Q46261,Romanesque,2,82,Round Arch Portal,0,82,Round Arch Portal,0.53902335864387,0.67977759477466,0.076827310598349,0.14405551539087,0.011067397824339615
Q1589963_wd0.jpg,Q1589963,Q176483,Gothic,0,92,Tracery Rose Window,0,92,Tracery Rose Window,0.28781024779848,0.58294453504536,0.051218207065564,0.10998593201027,0.005633282240001053
Q1589963_wd0.jpg,Q1589963,Q176483,Gothic,1,22,Buttress,0,22,Buttress,0.43902590675396,0.57744523844484,0.026828584653391,0.1979746776185,0.00531138039771572
Q1589963_wd0.jpg,Q1589963,Q176483,Gothic,2,65,Pinnacle,0,65,Pinnacle,0.8365767520724,0.507787481505,0.019511697929739,0.10448663540977,0.002038711667810203
Q1589963_wd0.jpg,Q1589963,Q176483,Gothic,3,65,Pinnacle,0,65,Pinnacle,0.49999996278439,0.54811565657544,0.019511697929739,0.065991559206166,0.0012876073691431979
Q1589963_wd0.jpg,Q1589963,Q176483,Gothic,4,102,Wimperg,0,102,Wimperg,0.27073751210996,0.67459947838725,0.054876650427391,0.13198311841233,0.007242791451430386
Q1594984_wd0.jpg,Q1594984,Q176483,Gothic,0,22,Buttress,0,22,Buttress,0.45487916132187,0.34552733365162,0.048779244824347,0.65371223352707,0.03188758908388765
Q1594984_wd0.jpg,Q1594984,Q176483,Gothic,1,93,Tracery Window,0,71,Pointed Arch Window,0.36219859615561,0.36337059560893,0.06463249939226,0.47041326978374,0.030403985373408614
Q1594984_wd0.jpg,Q1594984,Q176483,Gothic,1,93,Tracery Window,1,91,Tracery,0.37805185072352,0.38770231645982,0.024389622412174,0.41363925446502,0.010088505231254995
Q1594984_wd0.jpg,Q1594984,Q176483,Gothic,2,92,Tracery Rose Window,0,92,Tracery Rose Window,0.23171411625048,0.37959174284286,0.068290942754089,0.13139129259477,0.008972835240975197
Q1594984_wd0.jpg,Q1594984,Q176483,Gothic,3,72,Portal,0,5,Archivolted Portal,0.12561925875752,0.72672429364879,0.074388348357126,0.25629412629597,0.019065296748789862
Q1594984_wd0.jpg,Q1594984,Q176483,Gothic,3,72,Portal,1,102,Wimperg,0.13415562660179,0.56613493603296,0.048779244824347,0.21574125821116,0.010523695652994837
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,0,46,Fish Bladder,0,46,Fish Bladder,0.60487533915673,0.55631727756702,0.054876650427391,0.045748992287991,0.002510551457193489
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,1,92,Tracery Rose Window,0,92,Tracery Rose Window,0.61950911260404,0.66519987921243,0.12804551766391,0.11894737994877,0.015230678840306044
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,2,22,Buttress,0,22,Buttress,0.51707269847291,0.53710270080606,0.067071461633477,0.30926318786682,0.020742734039656208
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,3,65,Pinnacle,0,65,Pinnacle,0.52804802855839,0.44011483715552,0.042681839221304,0.10522268226238,0.00449109760675726
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,3,65,Pinnacle,1,38,Crocket,0.54877920760873,0.47671403098591,0.015853254567912,0.011894737994877,0.0001885703094514002
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,4,91,Tracery,0,91,Tracery,0.4304895389097,0.73656830718171,0.076827310598346,0.052153851208309,0.004006840125680678
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,5,94,Trefoil,0,94,Trefoil,0.45122071796004,0.76767762193751,0.028048065773999,0.020129556606716,0.0005645951277066066
Q15953984_wd0.jpg,Q15953984,Q176483,Gothic,6,47,Fleuron,0,47,Fleuron,0.74145722466491,0.052163382553362,0.030487028015217,0.030194334910074,0.0009205355343042706
Q15953990_wd0.jpg,Q15953990,Q46261,Romanesque,0,83,Round Arch Window,0,83,Round Arch Window,0.56951038665908,0.68769132388863,0.03658443361826,0.071823875629896,0.0026276358101880925
Q15953990_wd0.jpg,Q15953990,Q46261,Romanesque,1,57,Lombard Band,0,57,Lombard Band,0.26342062538631,0.22924105391057,0.060974056030434,0.053485864830773,0.0032612501190277723
Q15953990_wd0.jpg,Q15953990,Q46261,Romanesque,2,56,Lesene,0,56,Lesene,0.46341552916613,0.8527334210807,0.034145471377043,0.11155623236133,0.0038091401390245513
Q15953990_wd0.jpg,Q15953990,Q46261,Romanesque,3,45,Engaged Column,0,45,Engaged Column,0.25366477642144,0.3148184376398,0.01829221680913,0.10391539452836,0.0019008429265190423
Q15978817_wd0.jpg,Q15978817,Q46261,Romanesque,0,5,Archivolted Portal,0,5,Archivolted Portal,0.25976218202448,0.65034627511727,0.13780136662878,0.26488047930351,0.036500892041309956
Q15978817_wd0.jpg,Q15978817,Q46261,Romanesque,1,20,Bull's-eye Window,0,20,Bull's-eye Window,0.28415180443666,0.44574893937938,0.10121693301052,0.17902266877065,0.018120125472323393
Q15978817_wd0.jpg,Q15978817,Q46261,Romanesque,2,57,Lombard Band,0,57,Lombard Band,0.63170392381013,0.19365579355949,0.081705235080781,0.038362000450854,0.0031343762650060526
Q15978817_wd0.jpg,Q15978817,Q46261,Romanesque,3,39,Dentil,0,39,Dentil,0.52804802855839,0.4055601770023,0.067071461633477,0.084031048606632,0.00563608525264056
Q15978817_wd0.jpg,Q15978817,Q46261,Romanesque,4,56,Lesene,0,56,Lesene,0.43536746339213,0.40738693892853,0.079266272839564,0.52976095860703,0.04199217668469381
Q15978817_wd0.jpg,Q15978817,Q46261,Romanesque,5,86,Saw-tooth Frieze,0,86,Saw-tooth Frieze,0.27439595547179,0.74168437142882,0.014633773447304,0.14248743024603,0.0020851287733089346
Q15978817_wd0.jpg,Q15978817,Q46261,Romanesque,6,30,Coupled Column,0,30,Coupled Column,0.36219859615561,0.33979674765798,0.024389622412173,0.084031048606632,0.0020494855464147105
Q1619579_wd0.jpg,Q1619579,Q176483,Gothic,0,22,Buttress,0,22,Buttress,0.44634279347761,0.30630256981548,0.067071461633475,0.57955434038401,0.03887155670558003
Q1619579_wd0.jpg,Q1619579,Q176483,Gothic,1,93,Tracery Window,0,91,Tracery,0.80852868629839,0.21826899912424,0.14267929111122,0.16322891232334,0.02328938549914963
Q1619579_wd0.jpg,Q1619579,Q176483,Gothic,1,93,Tracery Window,1,71,Pointed Arch Window,0.79877283733351,0.19259254100596,0.20121438490043,0.47134640974269,0.09484167791140141
Q1631593_wd0.jpg,Q1631593,Q236122,Renaissance,0,18,Broken Pediment,0,18,Broken Pediment,0.4036609542563,0.24692478309253,0.22316504507139,0.047687203783529,0.01064211698167981
Q1631593_wd0.jpg,Q1631593,Q236122,Renaissance,1,97,Triangular Pediment,0,97,Triangular Pediment,0.2195193050444,0.17910298215596,0.59632626797764,0.13140473931461,0.07836009779005605
Q1631593_wd0.jpg,Q1631593,Q236122,Renaissance,2,24,Column,0,24,Column,0.56951038665909,0.62948212900039,0.054876650427391,0.24691374403472,0.013549799217111629
Q1631593_wd0.jpg,Q1631593,Q236122,Renaissance,3,88,Segmental Pediment,0,88,Segmental Pediment,0.43292850115091,0.67822904842356,0.1548741023173,0.065702369657306,0.010175595520794676
Q1663047_wd0.jpg,Q1663047,Q46261,Romanesque,0,83,Round Arch Window,0,83,Round Arch Window,0.62316755596589,0.60184444809233,0.035364952497652,0.091462825642437,0.003234578484145812
Q1663047_wd0.jpg,Q1663047,Q46261,Romanesque,1,25,Columned Portal,0,25,Columned Portal,0.61219222588036,0.77562381681295,0.067071461633479,0.11341390379662,0.007606836297198077
Q1663047_wd0.jpg,Q1663047,Q46261,Romanesque,2,99,Twin Window,0,99,Twin Window,0.21220241832074,0.52135716152698,0.024389622412173,0.064023977949705,0.0015615206475185952
Q1698946_wd0.jpg,Q1698946,Q46261,Romanesque,0,33,Coupled Twin Window,0,33,Coupled Twin Window,0.71336714283127,0.29531117920661,0.080001844571697,0.076471832834054,0.006117887684502783
Q1698946_wd0.jpg,Q1698946,Q46261,Romanesque,1,27,Conical Roof,0,27,Conical Roof,0.29169075373462,0.57178626714512,0.41167615852518,0.10235460702404,0.042136951427011196
Q1698946_wd0.jpg,Q1698946,Q46261,Romanesque,2,83,Round Arch Window,0,83,Round Arch Window,0.53336299254495,0.73767131990822,0.078335139476453,0.1235314222704,0.009676851193276397
Q1698946_wd0.jpg,Q1698946,Q46261,Romanesque,3,57,Lombard Band,0,57,Lombard Band,0.32835826582998,0.6788468331128,0.12500288214327,0.030588733133621,0.0038236798028139637
Q1710328_wd0.jpg,Q1710328,Q176483,Gothic,0,61,Ornate Portal,0,61,Ornate Portal,0.39512458641205,0.48762633597409,0.23170141291565,0.45185138154985,0.1046946035329887
Q1710328_wd0.jpg,Q1710328,Q176483,Gothic,1,75,Quatrefoil,0,75,Quatrefoil,0.54024283976448,0.45349367765558,0.039023395859478,0.05688776386419,0.0022199537288327942
Q1710328_wd0.jpg,Q1710328,Q176483,Gothic,2,89,Sexfoil,0,89,Sexfoil,0.26829854986874,0.49737852406509,0.056096131547999,0.078017504728032,0.004376480208270317
