audit_id,image_filename,assigned_style,sample_type,label,full_rank,candidate_score,official_median_score,score_margin,global_label_rank,global_specificity_margin,sampling_probability,sampled,sampling_seed,left,top,width,height
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,104,0.224365234375,0.3359375,-0.111572265625,38,-0.0247802734375,0.015012986958026886,0,20260726,0.4800000000000001,0.0,0.19999999999999996,0.2
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,107,0.2235107421875,0.3359375,-0.1124267578125,31,-0.0225830078125,0.014935553073883057,0,20260726,0.64,0.0,0.19999999999999996,0.2
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,68,0.261962890625,0.3359375,-0.073974609375,3,-0.002197265625,0.020638709887862206,0,20260726,0.8,0.0,0.19999999999999996,0.2
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,74,0.257568359375,0.3359375,-0.078369140625,17,-0.017578125,0.019743172451853752,0,20260726,0.0,0.16,0.2,0.19999999999999998
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,23,0.306640625,0.3359375,-0.029296875,23,-0.02978515625,0.036004237830638885,0,20260726,0.16,0.16,0.19999999999999998,0.19999999999999998
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,27,0.301025390625,0.3359375,-0.034912109375,14,-0.017822265625,0.033243563026189804,0,20260726,0.32000000000000006,0.16,0.19999999999999996,0.19999999999999998
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,100,0.234130859375,0.3359375,-0.101806640625,31,-0.04931640625,0.016093691810965538,0,20260726,0.4800000000000001,0.16,0.19999999999999996,0.19999999999999998
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,114,0.20654296875,0.3359375,-0.12939453125,34,-0.0281982421875,0.013511447235941887,0,20260726,0.64,0.16,0.19999999999999996,0.19999999999999998
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,69,0.26171875,0.3359375,-0.07421875,9,-0.005859375,0.020591575652360916,0,20260726,0.8,0.16,0.19999999999999996,0.19999999999999998
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,48,0.28125,0.3359375,-0.0546875,30,-0.019287109375,0.0256483294069767,0,20260726,0.0,0.32000000000000006,0.2,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,2,0.338134765625,0.3359375,0.002197265625,4,-0.00390625,0.05883033201098442,0,20260726,0.16,0.32000000000000006,0.19999999999999998,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,30,0.29736328125,0.3359375,-0.03857421875,15,-0.024658203125,0.03160062059760094,0,20260726,0.32000000000000006,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,58,0.27294921875,0.3359375,-0.06298828125,17,-0.029296875,0.023257987573742867,0,20260726,0.4800000000000001,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,51,0.278564453125,0.3359375,-0.057373046875,14,-0.028564453125,0.024826860055327415,0,20260726,0.64,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,82,0.251220703125,0.3359375,-0.084716796875,15,-0.01025390625,0.01858503557741642,0,20260726,0.8,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,21,0.308837890625,0.3359375,-0.027099609375,20,-0.019287109375,0.037175845354795456,0,20260726,0.32000000000000006,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,103,0.22998046875,0.3359375,-0.10595703125,24,-0.025146484375,0.015612255781888962,0,20260726,0.8,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,25,0.304443359375,0.3359375,-0.031494140625,18,-0.025146484375,0.03488650172948837,0,20260726,0.32000000000000006,0.64,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,86,0.2469482421875,0.3359375,-0.0889892578125,32,-0.0277099609375,0.017884764820337296,0,20260726,0.8,0.64,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,53,0.277099609375,0.3359375,-0.058837890625,22,-0.036865234375,0.024409392848610878,0,20260726,0.0,0.8,0.2,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,26,0.302001953125,0.3359375,-0.033935546875,14,-0.016357421875,0.03370143100619316,0,20260726,0.16,0.8,0.19999999999999998,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,46,0.28271484375,0.3359375,-0.05322265625,23,-0.027099609375,0.026119666174054146,1,20260726,0.32000000000000006,0.8,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,71,0.2607421875,0.3359375,-0.0751953125,37,-0.03857421875,0.020382842049002647,0,20260726,0.8,0.8,0.19999999999999996,0.19999999999999996
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,47,0.2822265625,0.3359375,-0.0537109375,24,-0.02783203125,0.025958064943552017,0,20260726,0.0,0.0,0.32,0.32
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,18,0.310546875,0.3359375,-0.025390625,8,-0.01611328125,0.03811851516366005,0,20260726,0.16999999999999996,0.0,0.32000000000000006,0.32
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,85,0.2470703125,0.3359375,-0.0888671875,27,-0.0341796875,0.017898231744766235,0,20260726,0.33999999999999997,0.0,0.32000000000000006,0.32
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,111,0.218994140625,0.3359375,-0.116943359375,32,-0.0225830078125,0.014511351473629475,0,20260726,0.51,0.0,0.32000000000000006,0.32
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,84,0.2470703125,0.3359375,-0.0888671875,17,-0.0146484375,0.017898231744766235,0,20260726,0.6799999999999999,0.0,0.32000000000000006,0.32
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,28,0.298828125,0.3359375,-0.037109375,10,-0.021728515625,0.03224702551960945,0,20260726,0.0,0.16999999999999996,0.32,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,14,0.31298828125,0.3359375,-0.02294921875,7,-0.01171875,0.039519052952528,0,20260726,0.16999999999999996,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,50,0.279296875,0.3359375,-0.056640625,15,-0.0322265625,0.025055794045329094,0,20260726,0.33999999999999997,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,72,0.259765625,0.3359375,-0.076171875,20,-0.031982421875,0.02018084190785885,0,20260726,0.51,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,87,0.2459716796875,0.3359375,-0.0899658203125,12,-0.0091552734375,0.017729898914694786,0,20260726,0.6799999999999999,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,19,0.309326171875,0.3359375,-0.026611328125,6,-0.013427734375,0.037445180118083954,0,20260726,0.0,0.33999999999999997,0.32,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,5,0.324951171875,0.3359375,-0.010986328125,6,-0.01220703125,0.0475182868540287,0,20260726,0.16999999999999996,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,24,0.30615234375,0.3359375,-0.02978515625,14,-0.02197265625,0.03574836999177933,0,20260726,0.33999999999999997,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,40,0.288818359375,0.3359375,-0.047119140625,14,-0.02880859375,0.02820700779557228,0,20260726,0.51,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,61,0.270263671875,0.3359375,-0.065673828125,22,-0.025634765625,0.022564450278878212,0,20260726,0.6799999999999999,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,52,0.277099609375,0.3359375,-0.058837890625,16,-0.014404296875,0.024409392848610878,0,20260726,0.6799999999999999,0.6799999999999999,0.32000000000000006,0.32000000000000006
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,95,0.239990234375,0.3359375,-0.095947265625,30,-0.03955078125,0.016851194202899933,0,20260726,0.0,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,13,0.31298828125,0.3359375,-0.02294921875,11,-0.01318359375,0.039519052952528,0,20260726,0.21110912703473989,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,105,0.224365234375,0.3359375,-0.111572265625,46,-0.03515625,0.015012986958026886,0,20260726,0.42221825406947977,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,109,0.220458984375,0.3359375,-0.115478515625,35,-0.0238037109375,0.014635918661952019,0,20260726,0.6333273811042197,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,65,0.26513671875,0.3359375,-0.07080078125,2,-0.00146484375,0.02133897878229618,0,20260726,0.8444365081389595,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,70,0.26123046875,0.3359375,-0.07470703125,33,-0.0302734375,0.020483842119574547,0,20260726,0.0,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,3,0.33349609375,0.3359375,-0.00244140625,5,-0.010986328125,0.05449404940009117,0,20260726,0.21110912703473989,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,63,0.26904296875,0.3359375,-0.06689453125,16,-0.03125,0.022261450067162514,0,20260726,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,89,0.244873046875,0.3359375,-0.091064453125,25,-0.0224609375,0.017561564221978188,0,20260726,0.6333273811042197,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,92,0.242919921875,0.3359375,-0.093017578125,15,-0.008544921875,0.01726529560983181,0,20260726,0.8444365081389595,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,39,0.291015625,0.3359375,-0.044921875,25,-0.024658203125,0.029028477147221565,0,20260726,0.0,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,8,0.322021484375,0.3359375,-0.013916015625,14,-0.018310546875,0.04536360874772072,0,20260726,0.21110912703473989,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,16,0.311279296875,0.3359375,-0.024658203125,12,-0.030029296875,0.03852251544594765,0,20260726,0.42221825406947977,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,96,0.2396240234375,0.3359375,-0.0963134765625,17,-0.0142822265625,0.016810795292258263,0,20260726,0.8444365081389595,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,64,0.265869140625,0.3359375,-0.070068359375,25,-0.021728515625,0.02150731347501278,0,20260726,0.0,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,4,0.32958984375,0.3359375,-0.00634765625,7,-0.009033203125,0.051154300570487976,0,20260726,0.21110912703473989,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,7,0.322509765625,0.3359375,-0.013427734375,19,-0.0341796875,0.045713745057582855,0,20260726,0.42221825406947977,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,113,0.214599609375,0.3359375,-0.121337890625,40,-0.045166015625,0.014124182984232903,0,20260726,0.8444365081389595,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,41,0.28759765625,0.3359375,-0.04833984375,32,-0.034423828125,0.027762604877352715,0,20260726,0.0,0.6888730162779191,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,33,0.296142578125,0.3359375,-0.039794921875,25,-0.01904296875,0.03107541985809803,0,20260726,0.21110912703473989,0.6888730162779191,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,20,0.30908203125,0.3359375,-0.02685546875,23,-0.040771484375,0.037310510873794556,0,20260726,0.42221825406947977,0.6888730162779191,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,93,0.2408447265625,0.3359375,-0.0950927734375,26,-0.0372314453125,0.01696902886033058,0,20260726,0.8444365081389595,0.6888730162779191,0.15556349186104046,0.3111269837220809
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,91,0.2432861328125,0.3359375,-0.0926513671875,28,-0.0194091796875,0.01731916330754757,0,20260726,0.0,0.0,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,17,0.31103515625,0.3359375,-0.02490234375,6,-0.00537109375,0.03838784992694855,0,20260726,0.17221825406947977,0.0,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,102,0.2313232421875,0.3359375,-0.1046142578125,29,-0.0152587890625,0.01576712355017662,0,20260726,0.34443650813895954,0.0,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,106,0.22412109375,0.3359375,-0.11181640625,33,-0.017578125,0.014992786571383476,0,20260726,0.5166547622084393,0.0,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,59,0.271240234375,0.3359375,-0.064697265625,13,-0.010009765625,0.0228135846555233,0,20260726,0.6888730162779191,0.0,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,32,0.29638671875,0.3359375,-0.03955078125,43,-0.02783203125,0.0311831533908844,0,20260726,0.0,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,9,0.322021484375,0.3359375,-0.013916015625,12,-0.015380859375,0.04536360874772072,0,20260726,0.17221825406947977,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,62,0.269287109375,0.3359375,-0.066650390625,20,-0.0283203125,0.022322049364447594,0,20260726,0.34443650813895954,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,110,0.2203369140625,0.3359375,-0.1156005859375,39,-0.0328369140625,0.014625818468630314,0,20260726,0.5166547622084393,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,60,0.270751953125,0.3359375,-0.065185546875,5,-0.00390625,0.02268565073609352,0,20260726,0.6888730162779191,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,15,0.3115234375,0.3359375,-0.0244140625,20,-0.0244140625,0.038684118539094925,0,20260726,0.0,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,22,0.3076171875,0.3359375,-0.0283203125,34,-0.0205078125,0.036515973508358,0,20260726,0.17221825406947977,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,12,0.313720703125,0.3359375,-0.022216796875,13,-0.02734375,0.03994998708367348,0,20260726,0.34443650813895954,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,45,0.28369140625,0.3359375,-0.05224609375,15,-0.026611328125,0.026429399847984314,0,20260726,0.5166547622084393,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,77,0.25634765625,0.3359375,-0.07958984375,14,-0.010498046875,0.019507504999637604,0,20260726,0.6888730162779191,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,11,0.315185546875,0.3359375,-0.020751953125,7,-0.013427734375,0.04083879292011261,0,20260726,0.0,0.8444365081389595,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,34,0.295654296875,0.3359375,-0.040283203125,21,-0.0224609375,0.030873417854309082,0,20260726,0.17221825406947977,0.8444365081389595,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,49,0.28076171875,0.3359375,-0.05517578125,22,-0.03271484375,0.02550019696354866,0,20260726,0.34443650813895954,0.8444365081389595,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,43,0.285888671875,0.3359375,-0.050048828125,14,-0.01513671875,0.02717006951570511,0,20260726,0.6888730162779191,0.8444365081389595,0.3111269837220809,0.15556349186104046
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Round Arch Portal,73,0.226318359375,0.310791015625,-0.08447265625,66,-0.04150390625,0.019509712234139442,1,20260726,0.0,0.0,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Round Arch Portal,32,0.271240234375,0.310791015625,-0.03955078125,64,-0.05224609375,0.0333644300699234,0,20260726,0.176,0.0,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Round Arch Portal,84,0.217529296875,0.310791015625,-0.09326171875,67,-0.047119140625,0.0179792158305645,0,20260726,0.352,0.0,0.12,0.12
