scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
social_copresence_open_meet,gatsim_official_planner,0.88,0.76,0.72,0.84,1.0,0.0,0.12,1.0,0.0,overly scripted meeting evidence,"Going to the park, waiting, and briefly meeting Casey is plausible, but the trace reads as mechanically plan-driven rather than naturally social."
social_copresence_open_meet,sotopia_official_llm_agent,0.62,0.24,0.18,0.57,1.0,0.0,0.38,0.5,0.0,stops at arrival without meeting,"Walking to the park is reasonable, but ending immediately on arrival fails the stated social goal of actually meeting Casey and makes the overall behavior unconvincing."
social_copresence_open_meet,generative_agents_official_planner,0.78,0.62,0.38,0.8,0.833,0.0,0.16,0.2,0.167,no explicit co-presence with Casey,"Walking to the park and waiting is ordinary and somewhat plausible, but the trace never shows any actual meetup behavior or rationale tied to finding Casey."
social_copresence_open_meet,agentsociety_official_plan_blocks,0.72,0.43,0.61,0.7,0.8,0.0,0.29,0.7,0.2,meeting claimed before the window,"Going to the park and waiting is reasonable, but the trace asserts a meetup with Casey before the stated co-presence window and then repeats the meeting awkwardly."
social_copresence_two_party,gatsim_official_planner,0.9,0.88,0.62,0.9,1.0,0.0,0.02,1.0,0.0,mechanistic rationale language,"The sequence cleanly fits two short meetups in the stated windows, but the stated reasons sound planner-internal and less like natural human motivation."
social_copresence_two_party,sotopia_official_llm_agent,0.7,0.38,0.62,0.72,1.0,0.0,0.32,0.4,0.0,never actually meets either person,"The travel pattern and messages sound broadly reasonable, but the sequence reaches the venues without any clear co-present interaction and then stops early after redundant no-op moves."
social_copresence_two_party,generative_agents_official_planner,0.42,0.16,0.12,0.38,0.222,0.198,0.26,0.2,0.778,ignores the first meeting and idles at the second location,"Going early to the cafe and waiting there the whole episode is superficially possible, but it abandons the planned park meetup with Casey and the repeated idle steps make the overall behavior hard to believe as a competent two-meeting plan."
social_copresence_two_party,agentsociety_official_plan_blocks,0.58,0.2,0.34,0.46,0.125,0.455,0.38,0.2,0.875,loops at park and misses Ben meeting,"Starting with Casey at the park is reasonable, but the repeated waiting and second Casey interaction drift badly and make the later cafe meeting infeasible."
social_copresence_with_errand,gatsim_official_planner,0.62,0.29,0.4,0.38,0.909,0.0,0.33,0.6,0.091,unmotivated back-and-forth looping,"Buying medicine and then meeting Casey at the market is initially plausible, but the unexplained return to the pharmacy, delayed interaction, and overspent budget make the full trace hard to believe as ordinary city behavior."
social_copresence_with_errand,sotopia_official_llm_agent,0.8,0.34,0.42,0.72,0.8,0.0,0.46,0.2,0.2,abandons required meeting,"The errands and routing sound locally reasonable, but Aria stops at the pharmacy after claiming she would still meet Casey, so the full trace fails the promised social outcome."
social_copresence_with_errand,generative_agents_official_planner,0.94,0.91,0.7,0.95,1.0,0.0,0.03,0.65,0.0,generic reasons obscure intent,"The sequence is a normal errand-then-meeting plan that fits the time window and budget, but the stated reasons are boilerplate rather than explicitly tied to the meeting commitment."
social_copresence_with_errand,agentsociety_official_plan_blocks,0.96,0.94,0.99,0.97,1.0,0.0,0.02,1.0,0.0,none,"The sequence is straightforward and believable: Aria completes the pharmacy errand, reaches the market within the meeting window, meets Casey, and nothing in the timing or rationale feels socially or physically implausible."
