repeat_id,scenario_id,agent_type,gpt54mini_face_plausibility,gpt54_face_plausibility,abs_diff_face_plausibility,threshold_agree_face_plausibility,gpt54mini_trace_believability,gpt54_trace_believability,abs_diff_trace_believability,threshold_agree_trace_believability,gpt54mini_rationale_alignment,gpt54_rationale_alignment,abs_diff_rationale_alignment,threshold_agree_rationale_alignment,gpt54mini_urban_common_sense,gpt54_urban_common_sense,abs_diff_urban_common_sense,threshold_agree_urban_common_sense
3,social_copresence_decoy_location,sotopia_official_llm_agent,0.86,0.8,0.06,1,0.34,0.42,0.08,1,0.74,0.28,0.46,0,0.58,0.74,0.16,0
3,social_copresence_event_window,agentsociety_official_plan_blocks,0.97,0.88,0.09,1,0.42,0.58,0.16,1,0.78,0.9,0.12,1,0.83,0.83,0.0,1
3,social_copresence_event_window,gatsim_official_planner,0.9,0.9,0.0,1,0.62,0.86,0.24,0,0.95,0.72,0.23,1,0.72,0.88,0.16,1
3,social_copresence_event_window,generative_agents_official_planner,0.94,0.86,0.08,1,0.22,0.62,0.4,1,0.12,0.48,0.36,1,0.78,0.84,0.06,1
3,social_copresence_event_window,sotopia_official_llm_agent,0.93,0.82,0.11,1,0.31,0.46,0.15,1,0.72,0.52,0.2,0,0.35,0.78,0.43,0
3,social_copresence_message_gated,agentsociety_official_plan_blocks,0.92,0.72,0.2,1,0.58,0.28,0.3,1,0.9,0.46,0.44,0,0.72,0.61,0.11,0
3,social_copresence_message_gated,gatsim_official_planner,0.78,0.46,0.32,0,0.22,0.19,0.03,1,0.34,0.28,0.06,1,0.19,0.31,0.12,1
3,social_copresence_message_gated,generative_agents_official_planner,0.82,0.7,0.12,1,0.48,0.38,0.1,1,0.88,0.46,0.42,0,0.55,0.63,0.08,1
3,social_copresence_message_gated,sotopia_official_llm_agent,0.93,0.72,0.21,1,0.78,0.34,0.44,0,0.97,0.22,0.75,0,0.88,0.58,0.3,0
3,social_copresence_open_meet,agentsociety_official_plan_blocks,0.79,0.72,0.07,1,0.42,0.43,0.01,1,0.88,0.61,0.27,0,0.58,0.7,0.12,0
3,social_copresence_open_meet,gatsim_official_planner,0.72,0.88,0.16,1,0.34,0.76,0.42,0,0.78,0.72,0.06,1,0.29,0.84,0.55,0
3,social_copresence_open_meet,generative_agents_official_planner,0.58,0.78,0.2,0,0.16,0.62,0.46,1,0.22,0.38,0.16,1,0.43,0.8,0.37,0
3,social_copresence_open_meet,sotopia_official_llm_agent,0.78,0.62,0.16,0,0.34,0.24,0.1,1,0.55,0.18,0.37,1,0.72,0.57,0.15,0
3,social_copresence_two_party,agentsociety_official_plan_blocks,0.73,0.58,0.15,0,0.18,0.2,0.02,1,0.9,0.34,0.56,0,0.28,0.46,0.18,1
3,social_copresence_two_party,gatsim_official_planner,0.88,0.9,0.02,1,0.54,0.88,0.34,0,0.93,0.62,0.31,0,0.67,0.9,0.23,0
3,social_copresence_two_party,generative_agents_official_planner,0.84,0.42,0.42,0,0.22,0.16,0.06,1,0.18,0.12,0.06,1,0.41,0.38,0.03,1
3,social_copresence_two_party,sotopia_official_llm_agent,0.84,0.7,0.14,1,0.44,0.38,0.06,1,0.72,0.62,0.1,0,0.58,0.72,0.14,0
3,social_copresence_with_errand,agentsociety_official_plan_blocks,0.94,0.96,0.02,1,0.9,0.94,0.04,1,0.98,0.99,0.01,1,0.93,0.97,0.04,1
3,social_copresence_with_errand,gatsim_official_planner,0.74,0.62,0.12,0,0.18,0.29,0.11,1,0.33,0.4,0.07,1,0.22,0.38,0.16,1
3,social_copresence_with_errand,generative_agents_official_planner,0.95,0.94,0.01,1,0.72,0.91,0.19,1,0.93,0.7,0.23,1,0.88,0.95,0.07,1
3,social_copresence_with_errand,sotopia_official_llm_agent,0.78,0.8,0.02,1,0.42,0.34,0.08,1,0.74,0.42,0.32,0,0.63,0.72,0.09,0
