scenario_id,agent_type,n,task_completion_mean,task_completion_std,goal_completion_mean,goal_completion_std,trace_feasibility_mean,trace_feasibility_std,intention_consistency_mean,intention_consistency_std,judge_face_plausibility_mean,judge_face_plausibility_std,judge_trace_believability_mean,judge_trace_believability_std,face_believability_gap_mean,face_believability_gap_std,impossible_trace_rate_mean,impossible_trace_rate_std,done_state_loop_rate_mean,done_state_loop_rate_std,social_derailment_rate_mean,social_derailment_rate_std,constraint_satisfaction_mean,constraint_satisfaction_std,plan_plausibility_mean,plan_plausibility_std,plausibility_feasibility_gap_mean,plausibility_feasibility_gap_std,travel_efficiency_mean,travel_efficiency_std,budget_consistency_mean,budget_consistency_std,social_appropriateness_mean,social_appropriateness_std,feasibility_violation_mean,feasibility_violation_std,city_false_continue_mean,city_false_continue_std,face_feasibility_gap_mean,face_feasibility_gap_std,route_interruption_count_mean,route_interruption_count_std,verified_replan_count_mean,verified_replan_count_std,llm_calls_mean,llm_calls_std,llm_latency_seconds_mean,llm_latency_seconds_std,llm_total_tokens_mean,llm_total_tokens_std,judge_rationale_alignment_mean,judge_rationale_alignment_std,judge_urban_common_sense_mean,judge_urban_common_sense_std
social_copresence_message_gated,generative_agents_official_planner,3,0.308,0.0,0.35,0.0,0.833,0.058,0.292,0.02,0.837,0.021,0.347,0.115,0.49,0.131,0.167,0.058,0.0,0.0,0.0,0.0,0.429,0.0,1.0,0.0,0.167,0.058,0.841,0.237,1.0,0.0,0.5,0.0,0.167,0.058,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,3.0,0.0,20.783,3.126,18667.333,199.51,0.81,0.166,0.5,0.151
social_copresence_message_gated,sotopia_official_llm_agent,3,0.308,0.0,0.55,0.0,1.0,0.0,0.55,0.0,0.867,0.127,0.58,0.2,0.287,0.119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,17.637,4.966,27303.667,6926.51,0.947,0.04,0.707,0.15
social_copresence_open_meet,agentsociety_official_plan_blocks,3,0.333,0.577,0.367,0.289,0.642,0.232,0.262,0.261,0.857,0.065,0.437,0.067,0.42,0.104,0.358,0.232,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.358,0.232,0.86,0.242,1.0,0.0,0.333,0.577,0.358,0.232,0.333,0.577,0.218,0.246,0.0,0.0,0.0,0.0,5.333,2.309,36.356,17.101,37662.333,16663.782,0.923,0.04,0.7,0.131
social_copresence_open_meet,gatsim_official_planner,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.81,0.082,0.473,0.231,0.337,0.179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.667,0.289,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.688,0.565,9160.0,17.436,0.83,0.087,0.613,0.287
social_copresence_open_meet,generative_agents_official_planner,3,0.0,0.0,0.2,0.0,0.737,0.122,0.148,0.025,0.703,0.18,0.24,0.122,0.463,0.059,0.263,0.122,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.263,0.122,0.856,0.19,1.0,0.0,0.0,0.0,0.263,0.122,1.0,0.0,0.051,0.071,0.0,0.0,0.0,0.0,3.0,0.0,23.659,4.283,18260.667,65.531,0.28,0.236,0.423,0.2
social_copresence_open_meet,sotopia_official_llm_agent,3,0.0,0.0,0.3,0.173,0.88,0.125,0.276,0.194,0.827,0.042,0.48,0.209,0.347,0.179,0.12,0.125,0.0,0.0,0.0,0.0,0.6,0.346,1.0,0.0,0.12,0.125,0.641,0.0,1.0,0.0,0.0,0.0,0.12,0.125,0.0,0.0,0.037,0.064,0.0,0.0,0.0,0.0,6.0,3.606,29.682,23.063,41294.333,25672.653,0.617,0.091,0.733,0.16
social_copresence_two_party,agentsociety_official_plan_blocks,3,0.0,0.0,0.2,0.0,0.322,0.218,0.064,0.043,0.833,0.1,0.527,0.35,0.307,0.25,0.678,0.218,0.0,0.0,0.333,0.577,0.5,0.0,1.0,0.0,0.678,0.218,0.845,0.135,1.0,0.0,0.0,0.0,0.678,0.218,0.667,0.577,0.511,0.121,0.0,0.0,0.0,0.0,11.333,2.309,77.255,21.408,81461.0,16774.403,0.91,0.056,0.607,0.316
social_copresence_two_party,gatsim_official_planner,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.853,0.031,0.5,0.106,0.353,0.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.962,0.066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.877,1.173,9250.667,31.754,0.887,0.084,0.657,0.015
social_copresence_two_party,generative_agents_official_planner,3,0.0,0.0,0.2,0.0,0.602,0.331,0.12,0.067,0.447,0.381,0.143,0.1,0.303,0.29,0.398,0.331,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.398,0.331,1.0,0.0,1.0,0.0,0.0,0.0,0.398,0.331,1.0,0.0,0.206,0.357,0.0,0.0,0.0,0.0,7.0,5.292,47.308,33.549,42476.667,31767.186,0.45,0.433,0.247,0.182
social_copresence_two_party,sotopia_official_llm_agent,3,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.0,0.533,0.332,0.227,0.194,0.307,0.162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.873,0.118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.667,2.082,23.864,8.186,38764.0,14482.195,0.387,0.289,0.28,0.26
social_copresence_with_errand,agentsociety_official_plan_blocks,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.94,0.01,0.717,0.259,0.223,0.251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.97,0.053,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.446,2.632,14079.667,20.502,0.98,0.0,0.91,0.026
social_copresence_with_errand,gatsim_official_planner,3,1.0,0.0,0.6,0.0,0.909,0.0,0.545,0.0,0.68,0.06,0.18,0.0,0.5,0.06,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.091,0.0,0.82,0.054,0.0,0.0,1.0,0.0,0.091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.253,6.719,18685.0,67.949,0.51,0.303,0.33,0.191
social_copresence_with_errand,generative_agents_official_planner,3,0.472,0.096,0.483,0.208,0.732,0.294,0.358,0.254,0.857,0.086,0.42,0.282,0.437,0.196,0.268,0.294,0.0,0.0,0.667,0.577,0.5,0.5,1.0,0.0,0.268,0.294,1.0,0.0,0.667,0.577,0.333,0.577,0.268,0.294,0.667,0.577,0.142,0.244,0.0,0.0,0.0,0.0,6.333,6.11,40.436,40.681,38749.333,36865.627,0.87,0.131,0.637,0.235
social_copresence_with_errand,sotopia_official_llm_agent,3,0.0,0.0,0.2,0.0,0.767,0.128,0.153,0.026,0.827,0.05,0.38,0.061,0.447,0.11,0.233,0.128,0.333,0.577,0.0,0.0,0.5,0.0,1.0,0.0,0.233,0.128,0.876,0.057,1.0,0.0,0.0,0.0,0.233,0.128,0.0,0.0,0.067,0.111,0.0,0.0,0.0,0.0,8.0,1.732,34.308,8.513,55766.333,12638.18,0.76,0.02,0.68,0.056
