repeat_id,scenario_id,agent_type,required_copresence_outcomes,accepted_copresence_outcomes,copresence_outcome_rate,full_social_success,accepted_interaction_events,message_count_to_counterparts,interact_attempt_count,target_entry_count,message_without_social_success,attempt_without_social_success,target_entry_without_social_success,legal_but_ineffective,plausible_but_unverified,task_completion,trace_feasibility,joint_success,judge_face_plausibility,judge_trace_believability,llm_calls,llm_total_tokens
2,social_copresence_decoy_location,sotopia_official_llm_agent,1,0,0.0,0.0,0,9,0,0,1.0,0.0,0.0,1.0,1.0,0.308,1.0,0.0,0.84,0.28,10.0,69876.0
2,social_copresence_decoy_location,generative_agents_official_planner,1,0,0.0,0.0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,0.308,0.714,0.0,0.96,0.83,5.0,30304.0
2,social_copresence_decoy_location,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,4,0,1,1.0,0.0,1.0,0.0,1.0,0.308,0.5,0.0,0.92,0.56,8.0,57187.0
2,social_copresence_event_window,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.71,0.18,1.0,9233.0
2,social_copresence_event_window,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.92,0.34,4.0,26967.0
2,social_copresence_event_window,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.333,0.0,0.78,0.46,7.0,41219.0
2,social_copresence_event_window,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.95,0.28,2.0,13952.0
2,social_copresence_message_gated,gatsim_official_planner,1,0,0.0,0.0,0,0,6,1,0.0,1.0,1.0,0.0,1.0,0.0,0.4,0.0,0.86,0.18,6.0,57654.0
2,social_copresence_message_gated,sotopia_official_llm_agent,1,0,0.0,0.0,0,3,0,0,1.0,0.0,0.0,1.0,1.0,0.308,1.0,0.0,0.72,0.38,5.0,34237.0
2,social_copresence_message_gated,generative_agents_official_planner,1,0,0.0,0.0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.308,0.8,0.0,0.83,0.28,3.0,18755.0
2,social_copresence_message_gated,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,2,0,1,1.0,0.0,1.0,0.0,1.0,0.308,0.5,0.0,0.94,0.46,8.0,56828.0
2,social_copresence_open_meet,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.83,0.34,1.0,9172.0
2,social_copresence_open_meet,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.86,0.72,5.0,33819.0
2,social_copresence_open_meet,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.62,0.18,3.0,18298.0
2,social_copresence_open_meet,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.375,0.0,0.86,0.51,8.0,56904.0
2,social_copresence_two_party,gatsim_official_planner,2,2,1.0,1.0,2,0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.86,0.58,1.0,9269.0
2,social_copresence_two_party,sotopia_official_llm_agent,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.58,0.18,5.0,34086.0
2,social_copresence_two_party,generative_agents_official_planner,2,0,0.0,0.0,0,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.42,0.18,5.0,30516.0
2,social_copresence_two_party,agentsociety_official_plan_blocks,2,0,0.0,0.0,1,0,2,1,0.0,1.0,1.0,0.0,1.0,0.0,0.556,0.0,0.93,0.88,10.0,71667.0
2,social_copresence_with_errand,gatsim_official_planner,1,1,1.0,1.0,1,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.909,0.0,0.68,0.18,2.0,18613.0
2,social_copresence_with_errand,sotopia_official_llm_agent,1,0,0.0,0.0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.0,0.82,0.41,9.0,63209.0
2,social_copresence_with_errand,generative_agents_official_planner,1,1,1.0,1.0,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.583,0.417,0.0,0.84,0.38,13.0,79111.0
2,social_copresence_with_errand,agentsociety_official_plan_blocks,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.93,0.42,2.0,14056.0
3,social_copresence_decoy_location,gatsim_official_planner,1,0,0.0,0.0,0,0,6,1,0.0,1.0,1.0,0.0,1.0,0.0,0.4,0.0,0.75,0.28,6.0,57853.0
3,social_copresence_decoy_location,sotopia_official_llm_agent,1,0,0.0,0.0,0,2,0,0,1.0,0.0,0.0,1.0,1.0,0.308,1.0,0.0,0.86,0.34,4.0,27289.0
3,social_copresence_decoy_location,generative_agents_official_planner,1,0,0.0,0.0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,0.308,0.714,0.0,0.95,0.93,5.0,30294.0
3,social_copresence_decoy_location,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,2,0,1,1.0,0.0,1.0,0.0,1.0,0.308,0.375,0.0,0.95,0.78,8.0,57052.0
3,social_copresence_event_window,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9,0.62,1.0,9113.0
3,social_copresence_event_window,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.93,0.31,5.0,33905.0
3,social_copresence_event_window,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.375,0.0,0.94,0.22,9.0,53073.0
3,social_copresence_event_window,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.3,0.0,0.97,0.42,12.0,84864.0
3,social_copresence_message_gated,gatsim_official_planner,1,0,0.0,0.0,0,0,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0.667,0.0,0.78,0.22,3.0,28438.0
3,social_copresence_message_gated,sotopia_official_llm_agent,1,0,0.0,0.0,0,2,0,0,1.0,0.0,0.0,1.0,1.0,0.308,1.0,0.0,0.93,0.78,4.0,27290.0
3,social_copresence_message_gated,generative_agents_official_planner,1,0,0.0,0.0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,0.308,0.9,0.0,0.82,0.48,3.0,18808.0
3,social_copresence_message_gated,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,3,0,1,1.0,0.0,1.0,0.0,1.0,0.308,0.5,0.0,0.92,0.58,8.0,57321.0
3,social_copresence_open_meet,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.72,0.34,1.0,9168.0
3,social_copresence_open_meet,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.78,0.34,3.0,20189.0
3,social_copresence_open_meet,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.833,0.0,0.58,0.16,3.0,18185.0
3,social_copresence_open_meet,agentsociety_official_plan_blocks,1,1,1.0,1.0,1,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.79,0.42,4.0,28023.0
3,social_copresence_two_party,gatsim_official_planner,2,2,1.0,1.0,2,0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.88,0.54,1.0,9269.0
3,social_copresence_two_party,sotopia_official_llm_agent,2,0,0.0,0.0,0,2,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.84,0.44,8.0,55007.0
3,social_copresence_two_party,generative_agents_official_planner,2,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.222,0.0,0.84,0.22,13.0,78488.0
3,social_copresence_two_party,agentsociety_official_plan_blocks,2,0,0.0,0.0,0,0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.0,0.73,0.18,14.0,100830.0
3,social_copresence_with_errand,gatsim_official_planner,1,1,1.0,1.0,1,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.909,0.0,0.74,0.18,2.0,18694.0
3,social_copresence_with_errand,sotopia_official_llm_agent,1,0,0.0,0.0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.78,0.42,6.0,41174.0
3,social_copresence_with_errand,generative_agents_official_planner,1,0,0.0,0.0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,0.417,1.0,0.0,0.95,0.72,1.0,6852.0
3,social_copresence_with_errand,agentsociety_official_plan_blocks,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.94,0.9,2.0,14091.0
