scenario_id,agent_type,n,task_completion_mean,task_completion_std,goal_completion_mean,goal_completion_std,trace_feasibility_mean,trace_feasibility_std,intention_consistency_mean,intention_consistency_std,judge_face_plausibility_mean,judge_face_plausibility_std,judge_trace_believability_mean,judge_trace_believability_std,face_believability_gap_mean,face_believability_gap_std,impossible_trace_rate_mean,impossible_trace_rate_std,done_state_loop_rate_mean,done_state_loop_rate_std,social_derailment_rate_mean,social_derailment_rate_std,constraint_satisfaction_mean,constraint_satisfaction_std,plan_plausibility_mean,plan_plausibility_std,plausibility_feasibility_gap_mean,plausibility_feasibility_gap_std,travel_efficiency_mean,travel_efficiency_std,budget_consistency_mean,budget_consistency_std,social_appropriateness_mean,social_appropriateness_std,feasibility_violation_mean,feasibility_violation_std,city_false_continue_mean,city_false_continue_std,face_feasibility_gap_mean,face_feasibility_gap_std,route_interruption_count_mean,route_interruption_count_std,verified_replan_count_mean,verified_replan_count_std,llm_calls_mean,llm_calls_std,llm_latency_seconds_mean,llm_latency_seconds_std,llm_total_tokens_mean,llm_total_tokens_std,judge_rationale_alignment_mean,judge_rationale_alignment_std,judge_urban_common_sense_mean,judge_urban_common_sense_std
hard_full_evening_chain,generative_agents_official_planner,3,0.643,0.0,0.75,0.0,1.0,0.0,0.75,0.0,0.767,0.023,0.497,0.11,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.927,0.126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.279,3.66,3678.667,2885.019,0.427,0.133,0.663,0.04
hard_full_evening_chain,sotopia_official_llm_agent,3,0.357,0.124,0.4,0.087,0.827,0.068,0.335,0.095,0.76,0.069,0.433,0.04,0.327,0.029,0.173,0.068,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.173,0.068,1.0,0.0,1.0,0.0,0.0,0.0,0.173,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.667,0.577,62.301,36.074,50817.333,11586.81,0.613,0.352,0.667,0.11
hard_overlapping_windows,agentsociety_official_plan_blocks,3,0.167,0.289,0.3,0.173,0.805,0.048,0.245,0.149,0.867,0.046,0.747,0.121,0.127,0.114,0.195,0.048,0.0,0.0,0.667,0.577,0.5,0.0,1.0,0.0,0.195,0.048,0.986,0.024,1.0,0.0,0.167,0.289,0.195,0.048,0.0,0.0,0.061,0.047,0.0,0.0,0.0,0.0,4.667,1.155,45.362,25.909,27738.333,5134.353,0.94,0.036,0.86,0.053
hard_overlapping_windows,gatsim_official_planner,3,0.5,0.0,0.7,0.0,1.0,0.0,0.7,0.0,0.693,0.103,0.5,0.144,0.193,0.127,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.463,5.197,8852.0,332.736,0.82,0.11,0.563,0.14
hard_overlapping_windows,generative_agents_official_planner,3,0.0,0.0,0.2,0.0,0.778,0.048,0.156,0.01,0.54,0.243,0.297,0.086,0.243,0.162,0.222,0.048,0.0,0.0,0.333,0.577,0.5,0.0,1.0,0.0,0.222,0.048,0.842,0.209,1.0,0.0,0.0,0.0,0.222,0.048,0.333,0.577,0.0,0.0,0.0,0.0,0.0,0.0,2.333,2.309,25.619,15.035,13772.0,12515.497,0.183,0.085,0.45,0.252
hard_overlapping_windows,sotopia_official_llm_agent,3,0.0,0.0,0.267,0.115,0.897,0.09,0.246,0.133,0.483,0.145,0.277,0.1,0.207,0.045,0.103,0.09,0.0,0.0,0.0,0.0,0.667,0.289,1.0,0.0,0.103,0.09,0.863,0.125,1.0,0.0,0.0,0.0,0.103,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333,2.082,44.359,25.115,27336.0,773.559,0.283,0.206,0.403,0.15
hard_stale_plan_override,agentsociety_official_plan_blocks,3,0.333,0.0,0.467,0.115,0.767,0.208,0.373,0.197,0.69,0.121,0.353,0.102,0.337,0.025,0.233,0.208,0.0,0.0,0.0,0.0,0.667,0.289,1.0,0.0,0.233,0.208,0.807,0.335,1.0,0.0,0.5,0.0,0.233,0.208,0.333,0.577,0.077,0.133,0.0,0.0,0.0,0.0,8.0,3.464,82.378,55.181,30868.333,27401.353,0.623,0.238,0.523,0.227
hard_stale_plan_override,gatsim_official_planner,3,0.0,0.0,0.2,0.0,0.429,0.0,0.086,0.0,0.72,0.072,0.34,0.072,0.38,0.035,0.571,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.571,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.571,0.0,0.0,0.0,0.291,0.072,0.0,0.0,0.0,0.0,6.0,0.0,121.498,70.078,44703.667,12372.065,0.393,0.103,0.45,0.036
hard_stale_plan_override,generative_agents_official_planner,3,0.555,0.385,0.533,0.231,0.421,0.084,0.235,0.144,0.79,0.061,0.503,0.086,0.287,0.04,0.579,0.084,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.579,0.084,0.97,0.026,1.0,0.0,0.667,0.289,0.579,0.084,0.667,0.577,0.369,0.136,0.0,0.0,0.0,0.0,9.667,1.155,196.941,209.658,32890.0,19331.425,0.38,0.295,0.683,0.055
hard_stale_plan_override,sotopia_official_llm_agent,3,0.333,0.0,0.467,0.115,0.886,0.103,0.421,0.155,0.877,0.04,0.627,0.136,0.25,0.105,0.114,0.103,0.0,0.0,0.0,0.0,0.667,0.289,1.0,0.0,0.114,0.103,0.745,0.221,1.0,0.0,0.5,0.0,0.114,0.103,0.0,0.0,0.04,0.069,0.0,0.0,0.0,0.0,7.667,1.528,151.327,177.393,29990.0,29223.158,0.797,0.116,0.757,0.157
hard_three_meeting_relay,agentsociety_official_plan_blocks,3,0.333,0.334,0.467,0.231,0.822,0.168,0.387,0.22,0.623,0.293,0.323,0.248,0.3,0.05,0.178,0.168,0.0,0.0,0.667,0.577,0.667,0.289,1.0,0.0,0.178,0.168,1.0,0.0,1.0,0.0,0.333,0.334,0.178,0.168,0.667,0.577,0.098,0.169,0.0,0.0,0.0,0.0,5.333,4.163,128.708,136.266,21361.0,14771.016,0.783,0.182,0.417,0.267
hard_three_meeting_relay,gatsim_official_planner,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.687,0.121,0.587,0.181,0.1,0.061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.727,18.003,4461.0,36.592,0.643,0.374,0.61,0.13
hard_three_meeting_relay,generative_agents_official_planner,3,0.222,0.192,0.333,0.115,0.767,0.052,0.253,0.078,0.793,0.151,0.503,0.188,0.29,0.142,0.233,0.052,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.233,0.052,0.871,0.131,1.0,0.0,0.222,0.192,0.233,0.052,1.0,0.0,0.092,0.08,0.0,0.0,0.0,0.0,7.0,2.0,99.206,71.045,14680.0,5574.103,0.45,0.433,0.683,0.155
hard_three_meeting_relay,sotopia_official_llm_agent,3,0.0,0.0,0.267,0.115,0.897,0.09,0.246,0.133,0.76,0.156,0.36,0.151,0.4,0.106,0.103,0.09,0.0,0.0,0.0,0.0,0.667,0.289,1.0,0.0,0.103,0.09,0.681,0.039,1.0,0.0,0.0,0.0,0.103,0.09,0.0,0.0,0.009,0.016,0.0,0.0,0.0,0.0,7.333,0.577,41.286,22.426,24217.0,18885.419,0.613,0.31,0.52,0.191
