repeat_id,scenario_id,agent_type,required_copresence_outcomes,accepted_copresence_outcomes,copresence_outcome_rate,full_social_success,accepted_interaction_events,message_count_to_counterparts,interact_attempt_count,target_entry_count,message_without_social_success,attempt_without_social_success,target_entry_without_social_success,legal_but_ineffective,plausible_but_unverified,task_completion,trace_feasibility,joint_success,judge_face_plausibility,judge_trace_believability,llm_calls,llm_total_tokens
1,hard_three_meeting_relay,sotopia_official_llm_agent,3,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.857,0.0,0.84,0.52,8.0,46024.0
1,hard_three_meeting_relay,generative_agents_official_planner,3,0,0.0,0.0,2,0,3,3,0.0,1.0,1.0,0.0,0.0,0.0,0.818,0.0,0.62,0.38,5.0,19397.0
1,hard_three_meeting_relay,agentsociety_official_plan_blocks,3,1,0.3333333333333333,0.0,1,0,1,1,0.0,1.0,1.0,1.0,0.0,0.333,1.0,0.0,0.48,0.18,2.0,8683.0
2,hard_budget_entangled_meet,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.72,0.58,1.0,8778.0
2,hard_budget_entangled_meet,sotopia_official_llm_agent,1,0,0.0,0.0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.385,0.833,0.0,0.78,0.42,7.0,44730.0
2,hard_budget_entangled_meet,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.385,0.75,0.0,0.55,0.42,3.0,16916.0
2,hard_budget_entangled_meet,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,1,1,0.0,1.0,1.0,0.0,1.0,0.385,0.857,0.0,0.92,0.9,4.0,26363.0
2,hard_deadline_then_meet,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.78,0.58,1.0,8730.0
2,hard_deadline_then_meet,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.833,0.0,0.72,0.38,7.0,44213.0
2,hard_deadline_then_meet,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.5,0.8,0.0,0.93,0.42,5.0,27451.0
2,hard_deadline_then_meet,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.625,0.0,0.9,0.72,6.0,39395.0
2,hard_full_evening_chain,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.71,0.46,1.0,8771.0
2,hard_full_evening_chain,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.429,0.875,0.0,0.84,0.48,9.0,45352.0
2,hard_full_evening_chain,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.643,1.0,0.0,0.78,0.62,1.0,2013.0
2,hard_full_evening_chain,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.429,1.0,0.0,0.87,0.46,2.0,9054.0
2,hard_overlapping_windows,gatsim_official_planner,2,1,0.5,0.0,2,0,2,2,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.58,0.46,1.0,8649.0
2,hard_overlapping_windows,sotopia_official_llm_agent,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.0,0.48,0.27,8.0,28104.0
2,hard_overlapping_windows,generative_agents_official_planner,2,0,0.0,0.0,0,0,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.833,0.0,0.82,0.39,1.0,6231.0
2,hard_overlapping_windows,agentsociety_official_plan_blocks,2,0,0.0,0.0,1,0,3,2,0.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.84,0.86,6.0,32502.0
2,hard_stale_plan_override,gatsim_official_planner,1,0,0.0,0.0,0,0,4,1,0.0,1.0,1.0,0.0,0.0,0.0,0.429,0.0,0.64,0.28,6.0,43051.0
2,hard_stale_plan_override,sotopia_official_llm_agent,1,0,0.0,0.0,0,2,0,0,1.0,0.0,0.0,0.0,1.0,0.333,0.857,0.0,0.84,0.58,8.0,15246.0
2,hard_stale_plan_override,generative_agents_official_planner,1,0,0.0,0.0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,0.333,0.429,0.0,0.83,0.52,9.0,27258.0
2,hard_stale_plan_override,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.333,1.0,0.0,0.62,0.28,4.0,8621.0
2,hard_three_meeting_relay,gatsim_official_planner,3,3,1.0,1.0,3,0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.73,0.66,1.0,4496.0
2,hard_three_meeting_relay,sotopia_official_llm_agent,3,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.833,0.0,0.86,0.34,7.0,13303.0
2,hard_three_meeting_relay,generative_agents_official_planner,3,1,0.3333333333333333,0.0,1,0,3,3,0.0,1.0,1.0,0.0,1.0,0.333,0.714,0.0,0.86,0.41,9.0,16114.0
2,hard_three_meeting_relay,agentsociety_official_plan_blocks,3,2,0.6666666666666666,0.0,2,0,3,3,0.0,1.0,1.0,0.0,1.0,0.667,0.667,0.0,0.96,0.61,10.0,37581.0
3,hard_budget_entangled_meet,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.84,0.58,1.0,8841.0
3,hard_budget_entangled_meet,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.385,0.714,0.0,0.66,0.34,8.0,16399.0
3,hard_budget_entangled_meet,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.615,0.875,0.0,0.9,0.63,3.0,3717.0
3,hard_budget_entangled_meet,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.385,0.857,0.0,0.28,0.12,4.0,18453.0
3,hard_deadline_then_meet,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7,0.55,1.0,9290.0
3,hard_deadline_then_meet,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.74,0.28,6.0,16400.0
3,hard_deadline_then_meet,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.72,0.46,1.0,1843.0
3,hard_deadline_then_meet,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.48,0.28,2.0,4144.0
3,hard_full_evening_chain,gatsim_official_planner,1,1,1.0,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.88,0.58,1.0,4467.0
3,hard_full_evening_chain,sotopia_official_llm_agent,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.429,0.857,0.0,0.72,0.41,8.0,42974.0
3,hard_full_evening_chain,generative_agents_official_planner,1,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.643,1.0,0.0,0.78,0.46,1.0,2013.0
3,hard_full_evening_chain,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,0,1,1,0.0,1.0,1.0,0.0,1.0,0.643,0.889,0.0,0.9,0.78,4.0,9325.0
3,hard_overlapping_windows,gatsim_official_planner,2,1,0.5,0.0,2,0,2,2,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.78,0.66,1.0,8671.0
3,hard_overlapping_windows,sotopia_official_llm_agent,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.0,0.34,0.18,7.0,26557.0
3,hard_overlapping_windows,generative_agents_official_planner,2,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.42,0.28,5.0,28219.0
3,hard_overlapping_windows,agentsociety_official_plan_blocks,2,1,0.5,0.0,1,0,2,2,0.0,1.0,1.0,0.0,1.0,0.5,0.833,0.0,0.84,0.62,4.0,22300.0
3,hard_stale_plan_override,gatsim_official_planner,1,0,0.0,0.0,0,0,4,1,0.0,1.0,1.0,0.0,1.0,0.0,0.429,0.0,0.74,0.32,6.0,33241.0
3,hard_stale_plan_override,sotopia_official_llm_agent,1,0,0.0,0.0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.333,0.8,0.0,0.92,0.78,6.0,11076.0
3,hard_stale_plan_override,generative_agents_official_planner,1,1,1.0,1.0,1,2,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.72,0.41,11.0,17000.0
3,hard_stale_plan_override,agentsociety_official_plan_blocks,1,0,0.0,0.0,0,5,0,0,1.0,0.0,0.0,0.0,1.0,0.333,0.6,0.0,0.83,0.47,10.0,22508.0
3,hard_three_meeting_relay,gatsim_official_planner,3,3,1.0,1.0,3,0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.78,0.72,1.0,4464.0
3,hard_three_meeting_relay,sotopia_official_llm_agent,3,0,0.0,0.0,0,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.58,0.22,7.0,13324.0
3,hard_three_meeting_relay,generative_agents_official_planner,3,1,0.3333333333333333,0.0,1,0,2,3,0.0,1.0,1.0,0.0,1.0,0.333,0.769,0.0,0.9,0.72,7.0,8529.0
3,hard_three_meeting_relay,agentsociety_official_plan_blocks,3,0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.43,0.18,4.0,17819.0
