scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_overlapping_windows,sotopia_official_llm_agent,0.82,0.38,0.55,0.68,0.9,0.0,0.44,0.5,0.1,repetitive overfocus on Ben,"The plan to visit the park first and then return to the cafe is locally plausible, but the sequence devolves into repeated Ben interactions and does not convincingly show a complete, well-paced two-meeting city behavior."
hard_overlapping_windows,generative_agents_official_planner,0.92,0.7,0.95,0.78,1.0,0.0,0.22,1.0,0.0,slightly mechanical sequencing,"The plan is locally sensible and matches the stated intention, but the trace reads like a scripted adapter sequence rather than natural city behavior, which reduces full-sequence believability."
hard_overlapping_windows,agentsociety_official_plan_blocks,0.92,0.84,0.97,0.9,1.0,0.0,0.08,1.0,0.0,minor plan adaptation stop,"The actions and reasons read like a sensible day plan that successfully meets both friends within the stated windows, with only a slightly abrupt finish after the second meeting."
hard_stale_plan_override,gatsim_official_planner,0.78,0.18,0.14,0.22,0.556,0.224,0.6,0.2,0.444,stale scripted looping,"The trace superficially resembles a city meeting-day routine, but it ignores the morning update and then devolves into repetitive scripted interactions that do not match the stated intent to meet Ben at the current plan."
hard_stale_plan_override,sotopia_official_llm_agent,0.78,0.58,0.7,0.66,1.0,0.0,0.2,1.0,0.0,stale-plan drift,"The agent’s moves to confirm, travel, and arrive at the updated cafe are reasonable, but the trace still looks somewhat incomplete and slightly inconsistent with the updated notice timing."
hard_stale_plan_override,generative_agents_official_planner,0.78,0.42,0.76,0.58,0.833,0.0,0.36,0.4,0.167,stale-plan overcommitment,"The trace starts with a plausible response to the update and confirms the new location, but the sequence then drifts into an unnecessary service action and never actually shows Ben arriving or a real co-presence meeting."
hard_stale_plan_override,agentsociety_official_plan_blocks,0.78,0.34,0.72,0.41,0.889,0.0,0.44,0.4,0.111,stale scripted detour,"The update and cafe meeting are plausible, but the trace is padded with unrelated location hops and the meeting timing drifts past the stated window."
hard_three_meeting_relay,gatsim_official_planner,0.78,0.62,0.86,0.69,1.0,0.0,0.16,1.0,0.0,mechanical planning language,"The sequence is locally coherent and fits the time windows, but the repeated planner jargon and oddly scripted interaction reasons make the full behavior feel less like natural city behavior."
hard_three_meeting_relay,sotopia_official_llm_agent,0.93,0.34,0.72,0.81,0.769,0.161,0.59,0.6,0.231,repetitive/extra park interaction,"The route and timing mostly fit a reasonable three-meeting break, but the repeated park interaction and extra dwell/buy steps make the full trace feel oddly padded and less like natural city behavior."
hard_three_meeting_relay,generative_agents_official_planner,0.74,0.41,0.18,0.58,0.692,0.048,0.33,0.6,0.308,adapter-like generic actions,"The route and meeting order are broadly plausible for a city break, but the trace is dominated by generic adapter actions and some awkward dwell/service sequencing, so the stated reasons do not really explain the behavior."
hard_three_meeting_relay,agentsociety_official_plan_blocks,0.82,0.46,0.61,0.55,0.769,0.051,0.36,0.8,0.231,repeated meeting and timing drift,"The itinerary is locally sensible, but it redundantly 'meets' Dana multiple times, includes an unnecessary meal before the Ben meeting, and the sequence looks mechanically generated rather than like ordinary urban coordination."
