repeat_id,scenario_id,agent_type,gpt54mini_face_plausibility,gpt54_face_plausibility,abs_diff_face_plausibility,threshold_agree_face_plausibility,gpt54mini_trace_believability,gpt54_trace_believability,abs_diff_trace_believability,threshold_agree_trace_believability,gpt54mini_rationale_alignment,gpt54_rationale_alignment,abs_diff_rationale_alignment,threshold_agree_rationale_alignment,gpt54mini_urban_common_sense,gpt54_urban_common_sense,abs_diff_urban_common_sense,threshold_agree_urban_common_sense
2,meeting_wait_trap,sotopia_official_llm_agent,0.82,0.55,0.27,0,0.28,0.16,0.12,1,0.74,0.34,0.4,0,0.63,0.28,0.35,1
2,school_pickup_social_detour,agentsociety_official_plan_blocks,0.97,0.95,0.02,1,0.93,0.93,0.0,1,0.98,0.98,0.0,1,0.95,0.97,0.02,1
2,school_pickup_social_detour,gatsim_official_planner,0.18,0.88,0.7,0,0.05,0.84,0.79,0,0.12,0.52,0.4,1,0.14,0.93,0.79,0
2,school_pickup_social_detour,generative_agents_official_planner,0.91,0.86,0.05,1,0.28,0.71,0.43,0,0.67,0.42,0.25,1,0.88,0.9,0.02,1
2,school_pickup_social_detour,sotopia_official_llm_agent,0.92,0.89,0.03,1,0.42,0.76,0.34,0,0.95,0.58,0.37,0,0.61,0.87,0.26,0
3,closed_study_spot_replacement,agentsociety_official_plan_blocks,0.92,0.87,0.05,1,0.78,0.78,0.0,1,0.83,0.82,0.01,1,0.9,0.84,0.06,1
3,closed_study_spot_replacement,gatsim_official_planner,0.74,0.79,0.05,1,0.41,0.58,0.17,1,0.52,0.62,0.1,1,0.61,0.74,0.13,0
3,closed_study_spot_replacement,generative_agents_official_planner,0.94,0.95,0.01,1,0.79,0.93,0.14,1,0.92,0.72,0.2,1,0.88,0.96,0.08,1
3,closed_study_spot_replacement,sotopia_official_llm_agent,0.83,0.92,0.09,1,0.48,0.83,0.35,0,0.32,0.74,0.42,0,0.79,0.9,0.11,1
3,detour_commute_midroute_block,agentsociety_official_plan_blocks,0.88,0.74,0.14,1,0.46,0.62,0.16,1,0.72,0.83,0.11,1,0.63,0.68,0.05,1
3,detour_commute_midroute_block,gatsim_official_planner,0.84,0.46,0.38,0,0.18,0.14,0.04,1,0.76,0.22,0.54,0,0.32,0.38,0.06,1
3,detour_commute_midroute_block,generative_agents_official_planner,0.55,0.78,0.23,0,0.18,0.62,0.44,1,0.05,0.32,0.27,1,0.22,0.72,0.5,0
3,detour_commute_midroute_block,sotopia_official_llm_agent,0.77,0.56,0.21,0,0.22,0.22,0.0,1,0.18,0.18,0.0,1,0.28,0.35,0.07,1
3,meeting_wait_trap,agentsociety_official_plan_blocks,0.86,0.76,0.1,1,0.34,0.34,0.0,1,0.78,0.63,0.15,0,0.74,0.71,0.03,1
3,meeting_wait_trap,gatsim_official_planner,0.62,0.3,0.32,1,0.18,0.08,0.1,1,0.72,0.12,0.6,0,0.41,0.18,0.23,1
3,meeting_wait_trap,generative_agents_official_planner,0.89,0.68,0.21,0,0.58,0.31,0.27,1,0.78,0.22,0.56,0,0.84,0.62,0.22,0
3,meeting_wait_trap,sotopia_official_llm_agent,0.88,0.72,0.16,1,0.34,0.12,0.22,1,0.92,0.38,0.54,0,0.78,0.22,0.56,0
3,school_pickup_social_detour,agentsociety_official_plan_blocks,0.96,0.96,0.0,1,0.52,0.9,0.38,0,0.98,0.98,0.0,1,0.9,0.95,0.05,1
3,school_pickup_social_detour,gatsim_official_planner,0.22,0.95,0.73,0,0.08,0.91,0.83,0,0.18,0.62,0.44,1,0.12,0.97,0.85,0
3,school_pickup_social_detour,generative_agents_official_planner,0.84,0.72,0.12,1,0.31,0.62,0.31,1,0.34,0.18,0.16,1,0.66,0.74,0.08,0
3,school_pickup_social_detour,sotopia_official_llm_agent,0.84,0.82,0.02,1,0.22,0.76,0.54,0,0.93,0.58,0.35,0,0.58,0.88,0.3,0
