scenario_id,agent_type,n,task_completion_mean,task_completion_std,goal_completion_mean,goal_completion_std,trace_feasibility_mean,trace_feasibility_std,intention_consistency_mean,intention_consistency_std,judge_face_plausibility_mean,judge_face_plausibility_std,judge_trace_believability_mean,judge_trace_believability_std,face_believability_gap_mean,face_believability_gap_std,impossible_trace_rate_mean,impossible_trace_rate_std,done_state_loop_rate_mean,done_state_loop_rate_std,social_derailment_rate_mean,social_derailment_rate_std,constraint_satisfaction_mean,constraint_satisfaction_std,plan_plausibility_mean,plan_plausibility_std,plausibility_feasibility_gap_mean,plausibility_feasibility_gap_std,travel_efficiency_mean,travel_efficiency_std,budget_consistency_mean,budget_consistency_std,feasibility_violation_mean,feasibility_violation_std,city_false_continue_mean,city_false_continue_std,face_feasibility_gap_mean,face_feasibility_gap_std,route_interruption_count_mean,route_interruption_count_std,verified_replan_count_mean,verified_replan_count_std,llm_calls_mean,llm_calls_std,llm_latency_seconds_mean,llm_latency_seconds_std,llm_total_tokens_mean,llm_total_tokens_std,judge_rationale_alignment_mean,judge_rationale_alignment_std,judge_urban_common_sense_mean,judge_urban_common_sense_std,replanning_success_mean,replanning_success_std,process_success_mean,process_success_std,social_appropriateness_mean,social_appropriateness_std
closed_poi_replacement,generative_agents_official_planner,1,0.0,0.0,0.25,0.0,0.5,0.0,0.125,0.0,0.82,0.0,0.18,0.0,0.64,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.768,0.0,18400.0,0.0,0.12,0.0,0.71,0.0,,,,,,
closed_poi_replacement,sotopia_official_llm_agent,1,0.0,0.0,0.25,0.0,0.8,0.0,0.2,0.0,0.78,0.0,0.42,0.0,0.36,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.517,0.0,41150.0,0.0,0.52,0.0,0.7,0.0,,,,,,
closed_study_spot_replacement,agentsociety_official_plan_blocks,1,1.0,0.0,1.0,0.0,0.875,0.0,0.875,0.0,0.78,0.0,0.44,0.0,0.34,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.125,0.0,1.0,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,37.368,0.0,42194.0,0.0,0.72,0.0,0.67,0.0,,,,,,
closed_study_spot_replacement,gatsim_official_planner,1,1.0,0.0,1.0,0.0,0.875,0.0,0.875,0.0,0.82,0.0,0.48,0.0,0.34,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.125,0.0,0.388,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,66.069,0.0,19029.0,0.0,0.77,0.0,0.74,0.0,,,,,,
closed_study_spot_replacement,generative_agents_official_planner,1,0.5,0.0,0.7,0.0,0.571,0.0,0.4,0.0,0.97,0.0,0.82,0.0,0.15,0.0,0.429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.429,0.0,0.929,0.0,1.0,0.0,0.429,0.0,1.0,0.0,0.399,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.198,0.0,41768.0,0.0,0.12,0.0,0.9,0.0,,,,,,
closed_study_spot_replacement,sotopia_official_llm_agent,1,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.0,0.71,0.0,0.12,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.474,0.0,13731.0,0.0,0.18,0.0,0.22,0.0,,,,,,
commute_disruption,agentsociety_official_plan_blocks,1,0.0,0.0,0.25,0.0,0.8,0.0,0.2,0.0,0.96,0.0,0.42,0.0,0.54,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.16,0.0,1.0,0.0,0.0,0.0,6.0,0.0,30.331,0.0,42595.0,0.0,0.77,0.0,0.58,0.0,0.0,0.0,0.0,0.0,,
commute_disruption,gatsim_official_planner,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.15,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,13.473,0.0,18529.0,0.0,0.12,0.0,0.18,0.0,1.0,0.0,1.0,0.0,,
commute_disruption,generative_agents_official_planner,1,0.0,0.0,0.25,0.0,0.5,0.0,0.125,0.0,0.17,0.0,0.09,0.0,0.08,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.634,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.458,0.0,18179.0,0.0,0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.0,,
commute_disruption,sotopia_official_llm_agent,1,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.73,0.0,0.22,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,12.989,0.0,27383.0,0.0,0.18,0.0,0.28,0.0,1.0,0.0,1.0,0.0,,
conflicting_social_obligation,agentsociety_official_plan_blocks,1,0.0,0.0,0.4,0.0,0.2,0.0,0.08,0.0,0.78,0.0,0.24,0.0,0.54,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,8.0,0.0,46.889,0.0,56883.0,0.0,0.86,0.0,0.33,0.0,,,,,0.5,0.0
conflicting_social_obligation,gatsim_official_planner,1,0.583,0.0,0.75,0.0,1.0,0.0,0.75,0.0,0.15,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.881,0.0,9182.0,0.0,0.25,0.0,0.12,0.0,,,,,0.5,0.0
conflicting_social_obligation,generative_agents_official_planner,1,1.0,0.0,1.0,0.0,0.8,0.0,0.8,0.0,0.92,0.0,0.67,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.371,0.0,18283.0,0.0,0.95,0.0,0.88,0.0,,,,,1.0,0.0
conflicting_social_obligation,sotopia_official_llm_agent,1,0.417,0.0,0.65,0.0,0.5,0.0,0.325,0.0,0.89,0.0,0.46,0.0,0.43,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.491,0.0,20520.0,0.0,0.86,0.0,0.72,0.0,,,,,1.0,0.0
detour_commute_midroute_block,agentsociety_official_plan_blocks,1,1.0,0.0,0.65,0.0,0.75,0.0,0.488,0.0,0.82,0.0,0.68,0.0,0.14,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.667,0.0,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,6.0,0.0,36.31,0.0,41641.0,0.0,0.9,0.0,0.84,0.0,0.0,0.0,0.0,0.0,,
detour_commute_midroute_block,gatsim_official_planner,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.18,0.0,0.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,18.609,0.0,18518.0,0.0,0.22,0.0,0.15,0.0,1.0,0.0,1.0,0.0,,
detour_commute_midroute_block,generative_agents_official_planner,1,1.0,0.0,0.65,0.0,0.5,0.0,0.325,0.0,0.28,0.0,0.12,0.0,0.16,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.667,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,68.536,0.0,64580.0,0.0,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,
detour_commute_midroute_block,sotopia_official_llm_agent,1,0.0,0.0,0.45,0.0,1.0,0.0,0.45,0.0,0.84,0.0,0.32,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.373,0.0,33864.0,0.0,0.18,0.0,0.76,0.0,0.0,0.0,0.0,0.0,,
lunch_meeting_time_pressure,agentsociety_official_plan_blocks,1,0.0,0.0,0.35,0.0,0.143,0.0,0.05,0.0,0.92,0.0,0.68,0.0,0.24,0.0,0.857,0.0,0.0,0.0,0.0,0.0,0.636,0.0,1.0,0.0,0.857,0.0,0.286,0.0,1.0,0.0,0.857,0.0,0.0,0.0,0.777,0.0,0.0,0.0,0.0,0.0,14.0,0.0,83.085,0.0,100842.0,0.0,0.88,0.0,0.81,0.0,,,,,0.0,0.0
lunch_meeting_time_pressure,gatsim_official_planner,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.78,0.0,0.22,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.712,0.0,18739.0,0.0,0.31,0.0,0.24,0.0,,,,,1.0,0.0
lunch_meeting_time_pressure,generative_agents_official_planner,1,0.0,0.0,0.35,0.0,0.714,0.0,0.25,0.0,0.87,0.0,0.58,0.0,0.29,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.636,0.0,1.0,0.0,0.286,0.0,0.273,0.0,1.0,0.0,0.286,0.0,1.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0,7.0,0.0,36.248,0.0,42355.0,0.0,0.22,0.0,0.76,0.0,,,,,0.0,0.0
lunch_meeting_time_pressure,sotopia_official_llm_agent,1,0.0,0.0,0.55,0.0,1.0,0.0,0.55,0.0,0.78,0.0,0.38,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.417,0.0,20378.0,0.0,0.62,0.0,0.52,0.0,,,,,0.0,0.0
meeting_wait_trap,agentsociety_official_plan_blocks,1,0.308,0.0,0.35,0.0,0.667,0.0,0.233,0.0,0.83,0.0,0.41,0.0,0.42,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.429,0.0,1.0,0.0,0.333,0.0,0.396,0.0,1.0,0.0,0.333,0.0,1.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,8.0,0.0,64.274,0.0,57155.0,0.0,0.76,0.0,0.72,0.0,,,,,0.5,0.0
meeting_wait_trap,gatsim_official_planner,1,0.0,0.0,0.15,0.0,0.444,0.0,0.067,0.0,0.76,0.0,0.22,0.0,0.54,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.429,0.0,1.0,0.0,0.556,0.0,0.568,0.0,1.0,0.0,0.556,0.0,1.0,0.0,0.316,0.0,0.0,0.0,0.0,0.0,6.0,0.0,56.062,0.0,56897.0,0.0,0.31,0.0,0.6,0.0,,,,,0.0,0.0
meeting_wait_trap,generative_agents_official_planner,1,0.308,0.0,0.35,0.0,0.667,0.0,0.233,0.0,0.86,0.0,0.38,0.0,0.48,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.429,0.0,1.0,0.0,0.333,0.0,0.955,0.0,1.0,0.0,0.333,0.0,1.0,0.0,0.193,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.685,0.0,30469.0,0.0,0.72,0.0,0.81,0.0,,,,,0.5,0.0
meeting_wait_trap,sotopia_official_llm_agent,1,0.308,0.0,0.55,0.0,1.0,0.0,0.55,0.0,0.88,0.0,0.34,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,48.711,0.0,69791.0,0.0,0.92,0.0,0.76,0.0,,,,,0.5,0.0
memory_dependent_place_choice,agentsociety_official_plan_blocks,1,0.533,0.0,0.65,0.0,0.286,0.0,0.186,0.0,0.93,0.0,0.48,0.0,0.45,0.0,0.714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.714,0.0,1.0,0.0,1.0,0.0,0.714,0.0,1.0,0.0,0.644,0.0,0.0,0.0,0.0,0.0,10.0,0.0,58.641,0.0,70749.0,0.0,0.96,0.0,0.86,0.0,,,,,0.0,0.0
memory_dependent_place_choice,gatsim_official_planner,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.78,0.0,0.34,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.718,0.0,9196.0,0.0,0.55,0.0,0.42,0.0,,,,,1.0,0.0
memory_dependent_place_choice,generative_agents_official_planner,1,0.533,0.0,0.65,0.0,0.857,0.0,0.557,0.0,0.93,0.0,0.9,0.0,0.03,0.0,0.143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.143,0.0,1.0,0.0,1.0,0.0,0.143,0.0,1.0,0.0,0.073,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.371,0.0,18402.0,0.0,0.62,0.0,0.89,0.0,,,,,0.0,0.0
memory_dependent_place_choice,sotopia_official_llm_agent,1,0.0,0.0,0.25,0.0,0.5,0.0,0.125,0.0,0.95,0.0,0.92,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.327,0.0,34116.0,0.0,0.98,0.0,0.9,0.0,,,,,0.0,0.0
school_pickup_social_detour,agentsociety_official_plan_blocks,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.98,0.0,0.91,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.92,0.0,13514.0,0.0,0.99,0.0,0.96,0.0,,,,,1.0,0.0
school_pickup_social_detour,gatsim_official_planner,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.74,0.0,0.18,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.019,0.0,9039.0,0.0,0.7,0.0,0.25,0.0,,,,,1.0,0.0
school_pickup_social_detour,generative_agents_official_planner,1,1.0,0.0,1.0,0.0,0.8,0.0,0.8,0.0,0.18,0.0,0.05,0.0,0.13,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26.695,0.0,18499.0,0.0,0.12,0.0,0.14,0.0,,,,,1.0,0.0
school_pickup_social_detour,sotopia_official_llm_agent,1,0.0,0.0,0.55,0.0,1.0,0.0,0.55,0.0,0.48,0.0,0.12,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,26.5,0.0,26751.0,0.0,0.35,0.0,0.22,0.0,,,,,1.0,0.0
unexpected_friend_encounter,agentsociety_official_plan_blocks,1,1.0,0.0,0.75,0.0,0.8,0.0,0.6,0.0,0.78,0.0,0.34,0.0,0.44,0.0,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23.388,0.0,28305.0,0.0,0.58,0.0,0.42,0.0,,,0.0,0.0,0.0,0.0
unexpected_friend_encounter,gatsim_official_planner,1,1.0,0.0,0.75,0.0,1.0,0.0,0.75,0.0,0.12,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.706,0.0,9158.0,0.0,0.14,0.0,0.18,0.0,,,0.0,0.0,0.0,0.0
unexpected_friend_encounter,generative_agents_official_planner,1,1.0,0.0,0.75,0.0,0.8,0.0,0.6,0.0,0.71,0.0,0.42,0.0,0.29,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.192,0.0,18384.0,0.0,0.86,0.0,0.63,0.0,,,0.0,0.0,0.0,0.0
unexpected_friend_encounter,sotopia_official_llm_agent,1,0.455,0.0,0.45,0.0,0.5,0.0,0.225,0.0,0.58,0.0,0.16,0.0,0.42,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,7.0,0.0,25.436,0.0,49450.0,0.0,0.28,0.0,0.22,0.0,,,0.0,0.0,0.0,0.0
