audit_id,image_filename,assigned_style,sample_type,label,rank,candidate_score,official_median_score,score_margin,global_label_rank,global_specificity_margin,left,top,width,height
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pinnacle,2,0.329833984375,0.292236328125,0.03759765625,2,-0.0078125,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pinnacle,3,0.3291015625,0.292236328125,0.036865234375,21,-0.02978515625,0.704,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pointed Arch Portal,1,0.32763671875,0.25390625,0.07373046875,35,-0.024169921875,0.176,0.704,0.12,0.1200000000000001
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pointed Arch Portal,2,0.326171875,0.25390625,0.072265625,29,-0.0302734375,0.6333273811042197,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pointed Arch Portal,3,0.326171875,0.25390625,0.072265625,16,-0.01953125,0.21110912703473989,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pointed Arch Window,1,0.354248046875,0.343994140625,0.01025390625,2,-0.002197265625,0.6333273811042197,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pointed Arch Window,2,0.3466796875,0.343994140625,0.002685546875,5,-0.01220703125,0.704,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Pointed Arch Window,3,0.346435546875,0.343994140625,0.00244140625,6,-0.00537109375,0.176,0.704,0.12,0.1200000000000001
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Tracery,1,0.34912109375,0.34912109375,0.0,3,-0.001953125,0.6333273811042197,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Tracery,2,0.3447265625,0.34912109375,-0.00439453125,8,-0.01171875,0.6333273811042197,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Tracery,3,0.34326171875,0.34912109375,-0.005859375,9,-0.008544921875,0.176,0.704,0.12,0.1200000000000001
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Wimperg,1,0.32861328125,0.314208984375,0.014404296875,22,-0.0302734375,0.704,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Wimperg,2,0.324462890625,0.314208984375,0.01025390625,10,-0.009033203125,0.176,0.352,0.12,0.12
WC-AUD-002,Q269654_wd0.jpg,Gothic,core,Wimperg,3,0.321044921875,0.314208984375,0.0068359375,27,-0.02783203125,0.176,0.528,0.12,0.1200000000000001
WC-AUD-003,Q1244300_wd0.jpg,Romanesque,core,Coupled Twin Window,1,0.3408203125,0.255615234375,0.085205078125,5,-0.010009765625,0.34443650813895954,0.6333273811042197,0.3111269837220809,0.15556349186104046
WC-AUD-003,Q1244300_wd0.jpg,Romanesque,core,Coupled Twin Window,2,0.339111328125,0.255615234375,0.08349609375,4,-0.00341796875,0.42221825406947977,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-003,Q1244300_wd0.jpg,Romanesque,core,Coupled Twin Window,3,0.3154296875,0.255615234375,0.059814453125,3,-0.00634765625,0.51,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-004,Q24254219_wd0.jpg,Baroque,core,Cranked Pediment,1,0.36181640625,0.341796875,0.02001953125,4,-0.0048828125,0.42221825406947977,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-004,Q24254219_wd0.jpg,Baroque,core,Cranked Pediment,2,0.348388671875,0.341796875,0.006591796875,5,-0.00927734375,0.17221825406947977,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-004,Q24254219_wd0.jpg,Baroque,core,Cranked Pediment,3,0.338623046875,0.341796875,-0.003173828125,5,-0.013671875,0.528,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-004,Q24254219_wd0.jpg,Baroque,core,Pilaster,1,0.354248046875,0.32958984375,0.024658203125,3,-0.008056640625,0.528,0.704,0.1200000000000001,0.1200000000000001
WC-AUD-004,Q24254219_wd0.jpg,Baroque,core,Pilaster,2,0.350341796875,0.32958984375,0.020751953125,3,-0.00732421875,0.17221825406947977,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-004,Q24254219_wd0.jpg,Baroque,core,Pilaster,3,0.347900390625,0.32958984375,0.018310546875,3,-0.001953125,0.352,0.704,0.12,0.1200000000000001
WC-AUD-005,Q571958_wd0.jpg,Baroque,core,Balustrade,1,0.3212890625,0.325927734375,-0.004638671875,23,-0.017333984375,0.6333273811042197,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-005,Q571958_wd0.jpg,Baroque,core,Balustrade,2,0.31591796875,0.325927734375,-0.010009765625,35,-0.048095703125,0.352,0.528,0.12,0.1200000000000001
WC-AUD-005,Q571958_wd0.jpg,Baroque,core,Balustrade,3,0.314697265625,0.325927734375,-0.01123046875,47,-0.036376953125,0.21110912703473989,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-005,Q571958_wd0.jpg,Baroque,core,Volute,1,0.32861328125,0.29296875,0.03564453125,18,-0.0224609375,0.21110912703473989,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-005,Q571958_wd0.jpg,Baroque,core,Volute,2,0.325927734375,0.29296875,0.032958984375,15,-0.0224609375,0.176,0.528,0.12,0.1200000000000001
WC-AUD-005,Q571958_wd0.jpg,Baroque,core,Volute,3,0.32421875,0.29296875,0.03125,28,-0.02685546875,0.528,0.352,0.1200000000000001,0.12
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Belt Course,1,0.30517578125,0.282470703125,0.022705078125,60,-0.0625,0.8444365081389595,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Belt Course,2,0.304443359375,0.282470703125,0.02197265625,59,-0.068359375,0.6888730162779191,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Belt Course,3,0.302978515625,0.282470703125,0.0205078125,53,-0.0361328125,0.8800000000000001,0.176,0.1200000000000001,0.12
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Broken Pediment,1,0.3525390625,0.327392578125,0.025146484375,5,-0.01513671875,0.8444365081389595,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Broken Pediment,2,0.345703125,0.327392578125,0.018310546875,3,-0.021240234375,0.64,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Broken Pediment,3,0.344482421875,0.327392578125,0.01708984375,8,-0.0283203125,0.6888730162779191,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Cranked Cornice,1,0.372802734375,0.370361328125,0.00244140625,1,0.0107421875,0.6888730162779191,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Cranked Cornice,2,0.36767578125,0.370361328125,-0.002685546875,1,0.012939453125,0.8444365081389595,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Cranked Cornice,3,0.366943359375,0.370361328125,-0.00341796875,1,0.01953125,0.64,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Round Arch Niche,1,0.341552734375,0.260986328125,0.08056640625,10,-0.026123046875,0.8444365081389595,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Round Arch Niche,2,0.33203125,0.260986328125,0.071044921875,30,-0.040771484375,0.6888730162779191,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Round Arch Niche,3,0.326171875,0.260986328125,0.065185546875,16,-0.012939453125,0.8800000000000001,0.176,0.1200000000000001,0.12
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Triangular Pediment,1,0.35546875,0.356201171875,-0.000732421875,3,-0.017333984375,0.6888730162779191,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Triangular Pediment,2,0.3525390625,0.356201171875,-0.003662109375,5,-0.01513671875,0.8444365081389595,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-006,Q3585960_wd0.jpg,Renaissance,core,Triangular Pediment,3,0.34033203125,0.356201171875,-0.015869140625,2,-0.008544921875,0.0,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Balustrade,1,0.328369140625,0.2481689453125,0.0802001953125,1,0.000732421875,0.176,0.352,0.12,0.12
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Balustrade,2,0.321533203125,0.2481689453125,0.0733642578125,12,-0.03271484375,0.33999999999999997,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Balustrade,3,0.31689453125,0.2481689453125,0.0687255859375,20,-0.036865234375,0.32000000000000006,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Segmental Pediment,1,0.350830078125,0.243408203125,0.107421875,3,-0.00341796875,0.33999999999999997,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Segmental Pediment,2,0.344970703125,0.243408203125,0.1015625,3,-0.0087890625,0.32000000000000006,0.32000000000000006,0.19999999999999996,0.19999999999999996
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Segmental Pediment,3,0.339111328125,0.243408203125,0.095703125,2,-0.00634765625,0.33999999999999997,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Volute,1,0.31689453125,0.267333984375,0.049560546875,18,-0.041748046875,0.17221825406947977,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Volute,2,0.316162109375,0.267333984375,0.048828125,16,-0.029541015625,0.64,0.16,0.19999999999999996,0.19999999999999998
WC-AUD-007,Q19961145_wd0.jpg,Baroque,core,Volute,3,0.31591796875,0.267333984375,0.048583984375,22,-0.013916015625,0.17221825406947977,0.42221825406947977,0.3111269837220809,0.15556349186104046
WC-AUD-008,Q1191343_wd0.jpg,Baroque,core,Pilaster,1,0.334228515625,0.29150390625,0.042724609375,19,-0.021240234375,0.704,0.704,0.1200000000000001,0.1200000000000001
WC-AUD-008,Q1191343_wd0.jpg,Baroque,core,Pilaster,2,0.32958984375,0.29150390625,0.0380859375,9,-0.019287109375,0.5166547622084393,0.6333273811042197,0.3111269837220809,0.15556349186104046
WC-AUD-008,Q1191343_wd0.jpg,Baroque,core,Pilaster,3,0.329345703125,0.29150390625,0.037841796875,20,-0.025634765625,0.528,0.352,0.1200000000000001,0.12
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Buttress,1,0.350341796875,0.314697265625,0.03564453125,3,-0.000732421875,0.352,0.528,0.12,0.1200000000000001
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Buttress,2,0.348388671875,0.314697265625,0.03369140625,2,-0.002197265625,0.0,0.4800000000000001,0.2,0.19999999999999996
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Buttress,3,0.346435546875,0.314697265625,0.03173828125,1,0.00537109375,0.6333273811042197,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Buttress Arch,1,0.350830078125,0.299072265625,0.0517578125,2,-0.000244140625,0.352,0.528,0.12,0.1200000000000001
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Buttress Arch,2,0.3505859375,0.299072265625,0.051513671875,1,0.002197265625,0.0,0.4800000000000001,0.2,0.19999999999999996
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Buttress Arch,3,0.341796875,0.299072265625,0.042724609375,2,-0.001953125,0.6888730162779191,0.6333273811042197,0.3111269837220809,0.15556349186104046
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Pinnacle,1,0.330322265625,0.281005859375,0.04931640625,1,0.0009765625,0.0,0.704,0.12,0.1200000000000001
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Pinnacle,2,0.330078125,0.281005859375,0.049072265625,1,0.001708984375,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Pinnacle,3,0.32861328125,0.281005859375,0.047607421875,1,0.01318359375,0.34443650813895954,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Pointed Arch Window,1,0.34716796875,0.36328125,-0.01611328125,4,-0.00390625,0.352,0.528,0.12,0.1200000000000001
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Pointed Arch Window,2,0.334716796875,0.36328125,-0.028564453125,6,-0.01171875,0.6333273811042197,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Pointed Arch Window,3,0.3291015625,0.36328125,-0.0341796875,14,-0.013427734375,0.704,0.704,0.1200000000000001,0.1200000000000001
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Tracery,1,0.34326171875,0.356201171875,-0.012939453125,7,-0.0078125,0.352,0.528,0.12,0.1200000000000001
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Tracery,2,0.336669921875,0.356201171875,-0.01953125,4,-0.009765625,0.6333273811042197,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-009,Q671066_wd0.jpg,Gothic,core,Tracery,3,0.330322265625,0.356201171875,-0.02587890625,12,-0.01220703125,0.704,0.704,0.1200000000000001,0.1200000000000001
WC-AUD-010,Q2321838_wd0.jpg,Romanesque,core,Coupled Twin Window,1,0.31201171875,0.248779296875,0.063232421875,2,-0.00390625,0.42221825406947977,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-010,Q2321838_wd0.jpg,Romanesque,core,Coupled Twin Window,2,0.303955078125,0.248779296875,0.05517578125,3,-0.0029296875,0.51,0.51,0.32000000000000006,0.32000000000000006
WC-AUD-010,Q2321838_wd0.jpg,Romanesque,core,Coupled Twin Window,3,0.2998046875,0.248779296875,0.051025390625,25,-0.030517578125,0.51,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Pilaster,1,0.334228515625,0.28173828125,0.052490234375,8,-0.02392578125,0.64,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Pilaster,2,0.332763671875,0.28173828125,0.051025390625,9,-0.037109375,0.704,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Pilaster,3,0.329833984375,0.28173828125,0.048095703125,1,0.001953125,0.704,0.704,0.1200000000000001,0.1200000000000001
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Projecting Cornice,1,0.345703125,0.30712890625,0.03857421875,2,-0.024169921875,0.704,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Projecting Cornice,2,0.343017578125,0.30712890625,0.035888671875,3,-0.01513671875,0.64,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Projecting Cornice,3,0.336669921875,0.30712890625,0.029541015625,2,-0.00146484375,0.6333273811042197,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Segmental Pediment,1,0.33544921875,0.3076171875,0.02783203125,7,-0.022705078125,0.64,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Segmental Pediment,2,0.333251953125,0.3076171875,0.025634765625,8,-0.03662109375,0.704,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Segmental Pediment,3,0.329833984375,0.3076171875,0.022216796875,4,-0.001220703125,0.42221825406947977,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Triangular Pediment,1,0.333984375,0.33935546875,-0.00537109375,3,-0.004150390625,0.6333273811042197,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Triangular Pediment,2,0.33251953125,0.33935546875,-0.0068359375,9,-0.025634765625,0.64,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Triangular Pediment,3,0.3310546875,0.33935546875,-0.00830078125,1,0.000732421875,0.42221825406947977,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Welsh Dome,1,0.3115234375,0.2763671875,0.03515625,24,-0.01953125,0.42221825406947977,0.0,0.15556349186104046,0.3111269837220809
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Welsh Dome,2,0.2880859375,0.2763671875,0.01171875,26,-0.0283203125,0.34443650813895954,0.0,0.3111269837220809,0.15556349186104046
WC-AUD-011,Q289414_wd0.jpg,Renaissance,stress,Welsh Dome,3,0.286865234375,0.2763671875,0.010498046875,61,-0.05322265625,0.528,0.176,0.1200000000000001,0.12
WC-AUD-012,Q1351448_wd0.jpg,Baroque,core,Broken/Cranked Pediment,1,0.34619140625,0.312255859375,0.033935546875,8,-0.01806640625,0.704,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-012,Q1351448_wd0.jpg,Baroque,core,Broken/Cranked Pediment,2,0.34423828125,0.312255859375,0.031982421875,10,-0.023193359375,0.352,0.528,0.12,0.1200000000000001
WC-AUD-012,Q1351448_wd0.jpg,Baroque,core,Broken/Cranked Pediment,3,0.338623046875,0.312255859375,0.0263671875,13,-0.03076171875,0.6333273811042197,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Buttress,1,0.3388671875,0.29150390625,0.04736328125,1,0.005615234375,0.6799999999999999,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Buttress,2,0.3212890625,0.29150390625,0.02978515625,1,0.001953125,0.8444365081389595,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Buttress,3,0.32080078125,0.29150390625,0.029296875,5,-0.013916015625,0.6799999999999999,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Pointed Arch Window,1,0.329345703125,0.345947265625,-0.0166015625,2,-0.00634765625,0.8,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Pointed Arch Window,2,0.3232421875,0.345947265625,-0.022705078125,8,-0.015625,0.6799999999999999,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Pointed Arch Window,3,0.3125,0.345947265625,-0.033447265625,6,-0.0087890625,0.8444365081389595,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Tracery,1,0.31640625,0.312255859375,0.004150390625,15,-0.0224609375,0.6799999999999999,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Tracery,2,0.3134765625,0.312255859375,0.001220703125,15,-0.022216796875,0.8,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Tracery,3,0.308349609375,0.312255859375,-0.00390625,13,-0.021728515625,0.16999999999999996,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Trefoil,1,0.32763671875,0.25244140625,0.0751953125,3,-0.007080078125,0.6799999999999999,0.16999999999999996,0.32000000000000006,0.32000000000000006
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Trefoil,2,0.322509765625,0.25244140625,0.070068359375,9,-0.016357421875,0.6799999999999999,0.33999999999999997,0.32000000000000006,0.32000000000000006
WC-AUD-013,Q5886455_wd0.jpg,Gothic,core,Trefoil,3,0.31787109375,0.25244140625,0.0654296875,3,-0.0146484375,0.8444365081389595,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Blind Window,1,0.3115234375,0.27978515625,0.03173828125,19,-0.01953125,0.32000000000000006,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Blind Window,2,0.306640625,0.27978515625,0.02685546875,40,-0.031005859375,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Blind Window,3,0.30517578125,0.27978515625,0.025390625,28,-0.026611328125,0.34443650813895954,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Lancet Window,1,0.321533203125,0.220458984375,0.10107421875,7,-0.009521484375,0.32000000000000006,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Lancet Window,2,0.3115234375,0.220458984375,0.091064453125,27,-0.026123046875,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Lancet Window,3,0.303955078125,0.220458984375,0.08349609375,30,-0.02783203125,0.34443650813895954,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pinnacle,1,0.32080078125,0.25927734375,0.0615234375,3,-0.010986328125,0.34443650813895954,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pinnacle,2,0.317138671875,0.25927734375,0.057861328125,1,0.005859375,0.8444365081389595,0.34443650813895954,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pinnacle,3,0.31689453125,0.25927734375,0.0576171875,9,-0.0107421875,0.352,0.176,0.12,0.12
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Frieze,1,0.3193359375,0.2305908203125,0.0887451171875,14,-0.018310546875,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Frieze,2,0.304931640625,0.2305908203125,0.0743408203125,27,-0.026123046875,0.32000000000000006,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Frieze,3,0.304443359375,0.2305908203125,0.0738525390625,23,-0.0263671875,0.21110912703473989,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Portal,1,0.301513671875,0.311279296875,-0.009765625,53,-0.0361328125,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Portal,2,0.29931640625,0.311279296875,-0.011962890625,24,-0.026611328125,0.16,0.64,0.19999999999999998,0.19999999999999996
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Portal,3,0.298095703125,0.311279296875,-0.01318359375,38,-0.032958984375,0.32000000000000006,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Window,1,0.3232421875,0.28662109375,0.03662109375,6,-0.0078125,0.32000000000000006,0.4800000000000001,0.19999999999999996,0.19999999999999996
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Window,2,0.319580078125,0.28662109375,0.032958984375,4,-0.01220703125,0.34443650813895954,0.21110912703473989,0.3111269837220809,0.15556349186104046
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Pointed Arch Window,3,0.318603515625,0.28662109375,0.031982421875,4,-0.01220703125,0.21110912703473989,0.5166547622084393,0.15556349186104046,0.3111269837220809
WC-AUD-014,Q579004_wd0.jpg,Romanesque,stress,Quatrefoil,1,0.337646484375,0.233642578125,0.10400390625,1,0.004638671875,0.42221825406947977,0.17221825406947977,0.15556349186104046,0.3111269837220809
