scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_full_evening_chain,agentsociety_official_plan_blocks,0.9,0.78,0.96,0.84,0.889,0.011,0.12,0.6,0.111,compressed dinner timing,"The sequence is broadly sensible and matches the stated goal, but the dinner plus social meet is unusually compressed and the trace ends early after returning home."
hard_overlapping_windows,gatsim_official_planner,0.78,0.66,0.93,0.72,1.0,0.0,0.12,0.7,0.0,template-like planner behavior,"The sequence is locally sensible—go to the park first, then the cafe, with enough budget—but the repeated canned reasons and rigid plan-language make it feel more like a scripted demo than natural city behavior."
hard_overlapping_windows,sotopia_official_llm_agent,0.34,0.18,0.15,0.25,0.833,0.0,0.16,0.2,0.167,irrational looping and missed time windows,"The sequence reads like arbitrary back-and-forth transit with no coherent attempt to satisfy the two invitations, and it arrives too late for the intended meeting windows despite having ample budget."
hard_overlapping_windows,generative_agents_official_planner,0.42,0.28,0.12,0.33,0.75,0.0,0.14,0.2,0.25,adapter-placeholder actions,"The sequence is urban-plausible only at a very coarse level, but the trace is mostly generic placeholder movement/dwelling with no real evidence of meeting Casey or Ben and no meaningful stated reasoning."
hard_overlapping_windows,agentsociety_official_plan_blocks,0.84,0.62,0.9,0.8,0.833,0.007,0.22,0.5,0.167,meets ordered against the harder window,"The plan reads like a reasonable city itinerary and the reasons match the moves, but it takes the easier nearby cafe first despite the scenario hint that the park window is the one that closes sooner."
hard_stale_plan_override,gatsim_official_planner,0.74,0.32,0.48,0.41,0.429,0.311,0.42,0.2,0.571,template-driven repetition,"The destination and meeting location are plausible, but the trace reads like an internal planner script with repeated generic interaction steps and no actual response to the updated notice."
hard_stale_plan_override,sotopia_official_llm_agent,0.92,0.78,0.93,0.88,0.8,0.12,0.14,0.4,0.2,stale detour before confirmation,"The agent ends up at the updated meeting place and messages Ben appropriately, but the initial trip to the old plaza before confirming the change is slightly inefficient and suggests reliance on outdated memory."
hard_stale_plan_override,generative_agents_official_planner,0.72,0.41,0.22,0.63,0.5,0.22,0.31,0.8,0.5,adapter-like nonsensical actions,"The agent ends up at the right cafe and sends a relevant message, but several steps are unexplained, repetitive, and internally odd, so the full trace feels more like a stubbed planner than ordinary urban behavior."
hard_stale_plan_override,agentsociety_official_plan_blocks,0.83,0.47,0.88,0.78,0.6,0.23,0.36,0.4,0.4,repetitive over-confirmation,"The actions mostly fit a reasonable attempt to meet Ben at the updated place, but the trace over-messages, ignores the public update timing, and drifts past the useful meeting window."
hard_three_meeting_relay,gatsim_official_planner,0.78,0.72,0.93,0.68,1.0,0.0,0.06,1.0,0.0,template-like reasons,"The sequence of timed meetings is coherent and mostly feasible, but the repetitive GATSim phrasing and the odd paid-service stops make it feel scripted rather than like ordinary city behavior."
hard_three_meeting_relay,sotopia_official_llm_agent,0.58,0.22,0.34,0.41,1.0,0.0,0.36,0.4,0.0,misordered and missing meetings,"The movement between city locations is broadly plausible, but the agent misses the intended meeting sequence, sends late/contradictory messages, and stops after only one partial encounter."
hard_three_meeting_relay,generative_agents_official_planner,0.9,0.72,0.22,0.86,0.769,0.131,0.18,0.4,0.231,generic adapter reasons,"The sequence itself reads like a reasonable city-day relay and fits the timing windows, but the stated reasons are boilerplate and do not explain the actions, and the long late diner dwell makes the trace slightly less natural."
hard_three_meeting_relay,agentsociety_official_plan_blocks,0.43,0.18,0.62,0.31,0.8,0.0,0.25,0.2,0.2,plan aborts after first stop,"The early movements to a cafe and then the park are locally ordinary, but the sequence ends prematurely without the required three meetings and does not reflect the stated relay intention."
